Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
45,692615,0
495,1021504,28735
995,1547685,554916
1498,2135181,1142412
2004,1938012,945243
2504,1236110,243341
3013,1547949,555180
3514,810087,0
4036,434881,0
4523,1349845,357076
5027,1071010,78241
5523,1705157,712388
6029,2405365,1412596
6522,2193875,1201106
7024,2946150,1953381
7532,3277007,2284238
8036,2524366,1531597
8553,1664727,671958
9003,1731764,738995
9509,1613461,620692
10022,1347774,355005
10528,676917,0
11041,101943,0
11547,72423,0
12028,1016799,24030
12532,779296,0
13037,142132,0
13558,16547,0
14055,36578,0
14555,51560,0
15011,26998,0
15514,23514,0
16016,20030,0
16518,27488,0
17024,20901,0
17528,52254,0
18033,36578,0
18538,41803,0
19029,666348,0
19556,51441,0
20052,27869,0
20564,46158,0
21073,54424,0
21571,43545,0
22025,36961,0
22531,31352,0
23034,69184,0
23543,32223,0
24047,38320,0
24552,46227,0
25053,47098,0
25560,66728,0
26072,32223,0
26578,38320,0
27035,28740,0
27543,40932,0
28051,42674,0
28559,52392,0
29067,65726,0
29581,23514,0
30088,33965,0
30550,45287,0
31049,31352,0
31557,96671,0
32064,28740,0
32554,555603,0
33075,36980,0
33585,41803,0
34094,38320,0
34596,69009,0
35091,607978,0
35539,207977,0
36069,40107,0
36567,543718,0
,,
,,
,,
