Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
18,1218670,785194
499,810375,376899
992,580582,147106
1494,2338484,1905008
1997,3316588,2883112
2500,2941273,2507797
3002,3655551,3222075
3504,4900744,4467268
4005,4199664,3766188
4509,3129843,2696367
5019,3992000,3558524
5520,3038271,2604795
6035,624669,191193
6530,1221051,787575
7038,1120670,687194
7550,58385,0
8047,158760,0
8517,79661,0
9011,93977,0
9513,111932,0
10015,214140,0
10521,153900,0
11033,108083,0
11532,1013466,579990
12022,625905,192429
12526,194481,0
13030,233181,0
13544,65221,0
14039,213407,0
14548,67931,0
15049,113399,0
15555,54380,0
16047,239673,0
16560,76640,0
17006,170210,0
17511,121500,0
18011,566437,132961
18523,79227,0
19033,57480,0
19532,92617,0
20039,53395,0
20540,64230,0
21044,56609,0
21533,724022,290546
22037,1025528,592052
22554,856111,422635
23058,1128166,694690
23560,1155675,722199
24061,1229622,796146
24568,1122824,689348
25021,1066135,632659
25515,1098467,664991
26026,133498,0
26519,1713304,1279828
27040,1109597,676121
27533,1316915,883439
28043,1122660,689184
28534,2090088,1656612
29037,1814681,1381205
29541,1941840,1508364
30049,1914681,1481205
30546,1161582,728106
31062,116368,0
31556,738519,305043
32075,59233,0
32570,140940,0
33031,66189,0
33525,259372,0
34035,80994,0
34537,84806,0
35042,65318,0
35537,275788,0
36048,59658,0
36540,831574,398098
,,
,,
