Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
90,1345546,934983
475,2029910,1619347
986,1475396,1064833
1476,1839835,1429272
1974,1532864,1122301
2475,1780272,1369709
2977,2463694,2053131
3480,3279355,2868792
3987,3263164,2852601
4487,3936351,3525788
4988,3999629,3589066
5490,2485999,2075436
5994,2376694,1966131
6499,2522482,2111919
7003,2404417,1993854
7528,678707,268144
8018,1297216,886653
8492,978083,567520
8996,69455,0
9501,45356,0
9999,442635,32072
10512,131886,0
11018,141570,0
11498,860678,450115
12002,639201,228638
12507,932550,521987
13014,1324004,913441
13509,776649,366086
14014,960164,549601
14511,1053702,643139
15029,109873,0
15535,34836,0
16039,26127,0
16542,26998,0
16987,135108,0
17503,77157,0
18010,25256,0
18513,44416,0
19016,31352,0
19519,48452,0
20025,35816,0
20539,31352,0
21035,50512,0
21539,27869,0
22047,32894,0
22551,19160,0
23015,26236,0
23512,38600,0
24028,76177,0
24508,465171,54608
25022,46388,0
25533,26998,0
26027,444545,33982
26532,456975,46412
27051,67060,0
27555,40932,0
28017,56747,0
28524,26998,0
29032,59360,0
29541,49591,0
30051,38859,0
30561,32223,0
31074,24020,0
31516,501906,91343
32010,868782,458219
32515,1105893,695330
33017,1130493,719930
33517,1696080,1285517
34021,1206907,796344
34526,1079020,668457
35028,1294935,884372
35532,1091607,681044
36035,979765,569202
36536,1064680,654117
37038,1656117,1245554
37539,987562,576999
,,
,,
