Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,78.77,78.77,screen dark,14.581776367999998
0,16.829,16.829,wifi running,0.23218230824
16.829,31.895,15.065999999999999,wifi radio,4.084165706039999
31.895,38.816,6.921000000000003,wifi running,0.09548599176000004
38.816,43.965,5.149000000000001,wifi scan,1.1712358214000003
43.965,76.781,32.816,wifi running,0.45274791296
76.781,78.77,1.98899999999999,wifi radio,0.5391879456599973

