Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
36,473351,0
493,742565,233119
996,1655737,1146291
1497,2666339,2156893
2002,2886936,2377490
2507,1878596,1369150
3006,1203006,693560
3531,66539,0
4042,50982,0
4533,129715,0
5046,47098,0
5553,66115,0
6064,45233,0
6503,688329,178883
7030,42554,0
7537,37558,0
8022,423015,0
8557,31232,0
9057,40096,0
9568,46169,0
10029,33203,0
10530,25883,0
11041,101772,0
11544,62728,0
12021,777565,268119
12524,153926,0
13025,90311,0
13541,25279,0
14043,24385,0
14545,27869,0
15049,30481,0
15551,23514,0
16052,31352,0
16559,23514,0
17062,39191,0
17568,22643,0
18074,54008,0
18528,188735,0
19039,37449,0
19538,44886,0
20046,30481,0
20551,74898,0
21055,44416,0
21558,27869,0
22066,38320,0
22568,23514,0
23076,26998,0
23578,40061,0
24086,51383,0
24585,32223,0
25040,39191,0
25550,35707,0
26060,44015,0
26568,33094,0
27077,41803,0
27583,37048,0
28094,49510,0
28605,27869,0
29057,43545,0
29563,30481,0
30071,31352,0
30577,47900,0
31071,430205,0
31569,845914,336468
32094,31352,0
32580,630968,121522
33110,173263,0
33563,72531,0
34072,40034,0
34583,41560,0
35087,38320,0
35594,47568,0
36103,34836,0
36590,540560,31114
,,
,,
,,
