Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
469,1508266,816261
970,2074159,1382154
1473,2505833,1813828
1975,4110031,3418026
2473,3783525,3091520
2971,4053728,3361723
3477,1716335,1024330
3979,2558614,1866609
4489,1441380,749375
4991,1130583,438578
5502,558124,0
6017,27009,0
6533,55606,0
7044,79729,0
7496,71280,0
8013,46866,0
8520,70951,0
9010,548972,0
9519,387765,0
9995,26998,0
10500,41626,0
11013,33765,0
11508,236390,0
11994,1203116,511111
12501,239002,0
13002,43948,0
13508,65103,0
14020,24385,0
14527,33094,0
15028,33312,0
15528,27869,0
16033,18289,0
16537,24385,0
17039,33094,0
17548,32493,0
18003,40932,0
18513,26998,0
19016,38320,0
19521,31152,0
20020,140270,0
20513,1236640,544635
21032,1014674,322669
21534,1114691,422686
22044,1545572,853567
22547,1101026,409021
23052,1092178,400173
23557,910810,218805
24008,1103500,411495
24513,1095662,403657
25017,1079986,387981
25526,1096533,404528
26029,1099391,407386
26525,1100888,408883
27037,75219,0
27547,45556,0
28057,28740,0
28564,38119,0
29076,29611,0
29530,35707,0
30036,28539,0
30550,35707,0
31058,20030,0
31564,33094,0
32070,42944,0
32578,44227,0
33047,30100,0
33544,42142,0
34053,49579,0
34562,37787,0
35062,164160,0
35580,53063,0
36090,38198,0
36535,307029,0
,,
,,
,,
