Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
11,1372687,985034
490,1685592,1297939
985,983410,595757
1488,1845891,1458238
1990,3229959,2842306
2491,3572274,3184621
3001,1143431,755778
3501,919310,531657
4007,2149185,1761532
4522,1559736,1172083
5017,712875,325222
5525,1535107,1147454
6018,2879386,2491733
6518,4704801,4317148
7025,4207986,3820333
7527,3657170,3269517
8028,2446248,2058595
8530,2464725,2077072
9026,1902371,1514718
9530,1578816,1191163
9982,1098155,710502
10485,800153,412500
10999,459734,72081
11509,359064,0
12000,1208828,821175
12507,166906,0
13007,185794,0
13512,434142,46489
14026,42674,0
14522,287648,0
15033,42745,0
15525,351334,0
16037,16558,0
16543,27733,0
17034,204467,0
17536,27892,0
18040,190425,0
18552,148189,0
19010,33094,0
19515,40061,0
20019,33965,0
20525,40061,0
21029,39191,0
21533,33965,0
22040,32223,0
22543,43545,0
23049,36578,0
23555,58351,0
24049,380014,0
24551,319441,0
25017,41803,0
25524,46158,0
26035,26597,0
26542,35707,0
27052,38674,0
27558,41803,0
28063,40061,0
28577,27869,0
29082,38320,0
29539,40531,0
30042,34836,0
30551,44416,0
31054,36578,0
31562,45757,0
32063,157593,0
32579,37048,0
33092,51992,0
33549,36306,0
34058,52853,0
34560,271040,0
35065,55876,0
35571,59855,0
36083,26998,0
36589,542847,155194
,,
,,
,,
