Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
12,1024077,533491
491,852403,361817
998,1266514,775928
1496,2173659,1683073
2000,3023750,2533164
2497,2795863,2305277
3001,2486428,1995842
3527,1248377,757791
4021,501387,10801
4533,108314,0
5028,763065,272479
5557,23526,0
6007,49641,0
6516,46639,0
7027,47040,0
7537,29410,0
8044,48716,0
8558,53395,0
9013,51321,0
9509,352419,0
10023,28740,0
10530,72493,0
11028,80671,0
11543,42674,0
12025,1177103,686517
12528,144529,0
13035,93863,0
13542,118767,0
14052,17418,0
14551,17418,0
15053,24385,0
15555,26127,0
16057,27107,0
16560,22643,0
17002,254337,0
17521,23514,0
18031,40061,0
18535,18289,0
19024,523416,32830
19547,20030,0
20050,36578,0
20554,29611,0
21060,24385,0
21563,40061,0
22063,112989,0
22562,705862,215276
23010,1154023,663437
23523,1136775,646189
24032,1114822,624236
24542,1127487,636901
25047,1092178,601592
25546,1086953,596367
26059,953216,462630
26561,1123939,633353
27068,1092178,601592
27576,1110405,619819
28086,1111477,620891
28537,1088695,598109
29037,1087824,597238
29550,111724,0
30057,53118,0
30563,46158,0
31068,54604,0
31578,78655,0
32086,45156,0
32596,40061,0
33052,53125,0
33560,48840,0
34073,43545,0
34580,39191,0
35082,34455,0
35587,48169,0
36110,55874,0
36592,264311,0
37100,613002,122416
,,
,,
