Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
20,1407186,972986
501,1141681,707481
1002,1481979,1047779
1507,2799633,2365433
2000,3243124,2808924
2503,2582561,2148361
3005,2668233,2234033
3508,2957702,2523502
4014,3666884,3232684
4513,4007901,3573701
5015,4558497,4124297
5528,5260171,4825971
6026,4027864,3593664
6538,4672851,4238651
7040,3117241,2683041
7546,2511857,2077657
8042,2958599,2524399
8544,3658151,3223951
9007,2808852,2374652
9499,2624330,2190130
10011,2103002,1668802
10521,2709006,2274806
11015,2730830,2296630
11515,2670335,2236135
12019,2726107,2291907
12516,2630379,2196179
13019,2126369,1692169
13524,2511825,2077625
14030,1661709,1227509
14537,2010994,1576794
15044,2035729,1601529
15543,1563337,1129137
16039,2331206,1897006
16544,1819229,1385029
17047,1937210,1503010
17547,1674197,1239997
18047,2259266,1825066
18549,2539733,2105533
19060,2414785,1980585
19557,1947212,1513012
20025,2270683,1836483
20527,2534367,2100167
21023,2695442,2261242
21533,1724582,1290382
22021,1826847,1392647
22532,2560041,2125841
23039,855756,421556
23535,2107066,1672866
24041,2702764,2268564
24540,2366225,1932025
25045,2213108,1778908
25553,2727884,2293684
26049,2635251,2201051
26551,2585068,2150868
27055,2110572,1676372
27556,2743491,2309291
28066,1911436,1477236
28559,3391525,2957325
29066,2628120,2193920
29570,3054998,2620798
30029,2126632,1692432
30527,2867528,2433328
31026,2065113,1630913
31538,2097042,1662842
32039,2581354,2147154
32549,2674726,2240526
33047,2898167,2463967
33546,2400647,1966447
34049,2229444,1795244
34553,2288247,1854047
35051,3272182,2837982
35560,3156547,2722347
36063,2155699,1721499
36563,2908659,2474459
,,
,,
