Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
49,382912,0
503,682789,296485
1004,876685,490381
1508,2633087,2246783
2010,3464309,3078005
2513,3219851,2833547
3009,2578859,2192555
3512,2882361,2496057
4019,1026120,639816
4537,422789,36485
5037,1484571,1098267
5533,2090253,1703949
6035,2392749,2006445
6555,781864,395560
7046,1040454,654150
7565,651614,265310
8004,1532159,1145855
8506,1031932,645628
9024,895887,509583
9532,909591,523287
10024,917535,531231
10528,1572229,1185925
11022,1195861,809557
11538,843214,456910
12025,1169751,783447
12531,857139,470835
13031,1098517,712213
13538,695177,308873
14040,655472,269168
14541,871009,484705
15046,878558,492254
15550,805459,419155
16059,747725,361421
16559,706649,320345
17066,668633,282329
17557,802062,415758
18026,700321,314017
18527,634213,247909
19025,826745,440441
19522,928912,542608
20031,849922,463618
20541,663123,276819
21031,775872,389568
21540,828328,442024
22038,738993,352689
22545,874636,488332
23044,841919,455615
23547,834269,447965
24061,669751,283447
24558,818478,432174
25064,768488,382184
25573,695620,309316
26068,751115,364811
26518,871238,484934
27025,862449,476145
27530,766253,379949
28031,923769,537465
28530,1111724,725420
29037,833593,447289
29549,843442,457138
30043,1166572,780268
30552,844811,458507
31061,887769,501465
31550,2152850,1766546
32069,782908,396604
32559,1634834,1248530
33075,697978,311674
33574,881088,494784
34077,877804,491500
34582,770699,384395
35038,796399,410095
35550,659526,273222
36048,865010,478706
36550,1331639,945335
,,
,,
