Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
18,1027762,492104
492,840517,304859
996,1261118,725460
1505,2538953,2003295
2000,3327635,2791977
2505,2394568,1858910
3008,3413911,2878253
3511,3882264,3346606
4013,2825912,2290254
4513,1854528,1318870
5021,1873709,1338051
5518,791300,255642
6024,1188984,653326
6529,2011423,1475765
7020,3048709,2513051
7521,3418910,2883252
8033,1855005,1319347
8533,1704087,1168429
9029,1915268,1379610
9540,2005668,1470010
10003,648172,112514
10497,1179243,643585
11007,732489,196831
11499,1626821,1091163
12004,1486926,951268
12502,1002799,467141
13005,821350,285692
13511,817783,282125
14018,514602,0
14522,524919,0
15024,489112,0
15525,559942,24284
16032,483069,0
16533,621916,86258
17031,810764,275106
17531,687462,151804
18040,626416,90758
18538,708870,173212
19050,464806,0
19548,624084,88426
20050,633411,97753
20558,555711,20053
21008,609456,73798
21519,453268,0
22010,787781,252123
22515,952266,416608
23023,576176,40518
23527,517141,0
24025,718575,182917
24524,758118,222460
25033,493034,0
25535,547199,11541
26038,614122,78464
26542,812517,276859
27038,1559496,1023838
27538,2110418,1574760
28050,1626856,1091198
28551,1693792,1158134
29057,1745492,1209834
29561,1794892,1259234
30057,1686853,1151195
30559,1940534,1404876
31018,1664563,1128905
31530,1594875,1059217
32029,1515175,979517
32530,1591258,1055600
33037,1653785,1118127
33537,1465575,929917
34037,810970,275312
34539,751437,215779
35048,611660,76002
35543,1017107,481449
36051,702189,166531
36556,974761,439103
,,
,,
