Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
15,1033643,542891
497,1034001,543249
1001,1355454,864702
1502,2186237,1695485
1996,3211974,2721222
2497,3412562,2921810
3000,3184207,2693455
3513,1800436,1309684
4018,885036,394284
4524,392444,0
5023,1323374,832622
5530,1464751,973999
6046,145840,0
6559,57818,0
7016,46227,0
7522,54867,0
8005,1089697,598945
8509,1527596,1036844
9033,2825184,2334432
9523,1010271,519519
10049,26127,0
10559,31352,0
11065,146313,0
11550,1147511,656759
12047,2886784,2396032
12550,741275,250523
13004,68610,0
13517,19183,0
14014,1297630,806878
14511,1200284,709532
15027,5048457,4557705
15532,727114,236362
16032,26127,0
16529,24385,0
17022,1053846,563094
17526,728103,237351
18046,43545,0
18552,703701,212949
19057,20901,0
19567,60719,0
20053,1376501,885749
20554,1412351,921599
21070,49687,0
21524,27869,0
22030,34836,0
22539,27869,0
23036,167539,0
23535,1152949,662197
24035,589701,98949
24553,26127,0
25046,566437,75685
25544,527114,36362
26061,120197,0
26552,770472,279720
27066,2407960,1917208
27581,696350,205598
28091,704678,213926
28544,56277,0
29043,352534,0
29539,1169747,678995
30057,3991519,3500767
30569,772547,281795
31078,44172,0
31589,57618,0
32081,1211588,720836
32575,1717002,1226250
33101,2525124,2034372
33553,742384,251632
34072,50621,0
34572,50181,0
35075,121056,0
35566,1338294,847542
36089,52994,0
36593,458640,0
,,
,,
,,
