Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
58,343858,0
505,814887,0
1002,1116290,293833
1506,2271744,1449287
2006,4284877,3462420
2504,2874807,2052350
3007,3035703,2213246
3509,1696512,874055
4011,2630568,1808111
4515,2990822,2168365
5024,2763519,1941062
5529,2792074,1969617
6027,1505968,683511
6555,247491,0
7059,93922,0
7519,32693,0
8025,64184,0
8530,112167,0
9040,36578,0
9551,80410,0
10058,48439,0
10561,81540,0
11074,66189,0
11528,48058,0
12044,45287,0
12520,587947,0
13018,1119222,296765
13524,623329,0
14026,91792,0
14541,11321,0
15045,24385,0
15546,27869,0
16049,26127,0
16551,26127,0
17054,28740,0
17558,25256,0
18048,659648,0
18570,51132,0
19070,44634,0
19579,47969,0
20032,37449,0
20537,26127,0
21041,27869,0
21550,33094,0
22052,29611,0
22556,24385,0
23062,40061,0
23568,27869,0
24073,40932,0
24578,22643,0
25084,27869,0
25537,43519,0
26034,164160,0
26549,32223,0
27060,26998,0
27566,88065,0
28055,511102,0
28582,30481,0
29096,40225,0
29608,27107,0
30042,580777,0
30565,27285,0
31058,319168,0
31558,589701,0
32078,38320,0
32566,764262,0
33092,40732,0
33601,40331,0
34103,34836,0
34612,39460,0
35075,47969,0
35580,44525,0
36083,51383,0
36572,580620,0
,,
,,
,,
