Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,79.458,79.458,screen dark,14.705768808000002
0,39.597,39.597,wifi running,0.5461772598000001
39.597,54.636,15.039000000000001,wifi radio,4.075912641150001
54.636,79.458,24.821999999999996,wifi running,0.3423797748

