Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
75,765368,72079
537,1006290,313001
986,1106442,413153
1492,2334165,1640876
1987,3594665,2901376
2490,3032239,2338950
2993,1554855,861566
3501,1246077,552788
4012,1510866,817577
4519,374598,0
5040,335655,0
5555,32223,0
6061,37260,0
6522,86296,0
7028,44416,0
7538,33312,0
8046,40932,0
8555,56077,0
9054,368980,0
9551,394519,0
10027,25256,0
10539,42686,0
11040,78257,0
11538,186279,0
12022,1211425,518136
12527,320941,0
13029,113851,0
13530,76831,0
14047,22655,0
14550,17418,0
15053,15676,0
15556,24113,0
16045,174545,0
16560,13063,0
17066,51383,0
17570,22643,0
18074,27869,0
18530,30481,0
19034,29611,0
19538,33094,0
20044,30481,0
20549,37449,0
21054,33965,0
21560,27869,0
22066,47900,0
22570,29611,0
23077,30481,0
23581,19160,0
24070,695499,2210
24588,34847,0
25043,24385,0
25549,33094,0
26061,27869,0
26568,30481,0
27076,26998,0
27580,29210,0
28090,41395,0
28600,40061,0
29050,59940,0
29560,33094,0
30056,745689,52400
30574,23526,0
31085,31352,0
31598,55807,0
32102,45287,0
32612,30481,0
33066,60476,0
33576,30481,0
34085,29611,0
34596,40932,0
35109,28740,0
35615,34836,0
36075,27869,0
36559,437375,0
,,
,,
,,
