Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
38,549715,94916
507,410724,0
1009,903431,448632
1509,1900074,1445275
2020,2930723,2475924
2518,2930723,2475924
3026,3074125,2619326
3520,2251409,1796610
4025,1606101,1151302
4526,1771013,1316214
5027,2185770,1730971
5533,1397060,942261
6036,1405338,950539
6537,1713652,1258853
7040,1218915,764116
7556,181440,0
8029,64447,0
8525,244698,0
9038,61572,0
9551,35341,0
10056,39680,0
10558,346975,0
11023,99040,0
11520,932112,477313
12010,643324,188525
12515,149610,0
13017,109714,0
13532,20030,0
14033,36916,0
14541,29611,0
15040,55475,0
15543,23514,0
16046,41541,0
16550,45895,0
17054,62843,0
17559,48947,0
18068,67468,0
18573,39958,0
19032,54936,0
19537,79729,0
20046,28740,0
20533,252806,0
21054,23514,0
21563,38782,0
22066,38320,0
22572,48370,0
23078,49711,0
23537,48058,0
24039,40331,0
24542,37919,0
25048,55876,0
25555,32493,0
26065,43414,0
26571,32894,0
27078,40170,0
27582,38918,0
28094,40061,0
28549,79529,0
29059,31352,0
29571,30751,0
30077,40601,0
30583,41001,0
31091,34905,0
31599,31736,0
32083,1333637,878838
32559,23113,0
33049,213408,0
33571,32223,0
34077,70369,0
34589,38990,0
35101,36578,0
35592,393973,0
36065,80130,0
36572,128169,0
37066,738519,283720
,,
,,
