Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
35,1369488,966996
488,1726308,1323816
981,1500168,1097676
1486,3520495,3118003
1994,3745501,3343009
2518,346265,0
3027,258055,0
3531,43545,0
4041,40932,0
4545,56609,0
5051,35707,0
5508,82931,0
6021,27869,0
6528,54486,0
7034,43545,0
7538,34836,0
8050,64242,0
8555,55475,0
8997,158972,0
9518,34859,0
10026,26998,0
10546,38320,0
11040,46920,0
11542,62522,0
12056,49832,0
12530,1151278,748786
13031,1327862,925370
13539,2175441,1772949
14040,841309,438817
14542,889091,486599
15062,9580,0
15566,31352,0
16015,35707,0
16516,20030,0
17018,24385,0
17508,322654,0
18028,18289,0
18533,25256,0
19036,76505,0
19545,27869,0
20050,25256,0
20554,36578,0
21057,28740,0
21565,39191,0
22074,28740,0
22524,34836,0
23031,27869,0
23535,34859,0
24036,139332,0
24544,24385,0
25049,31352,0
25555,26127,0
26062,26998,0
26571,56077,0
27078,34836,0
27599,32223,0
28047,33094,0
28557,37718,0
29067,40660,0
29571,47499,0
30077,28740,0
30589,39818,0
31093,55793,0
31528,1487559,1085067
32057,40061,0
32559,82620,0
33072,49660,0
33578,41872,0
34087,45287,0
34592,34836,0
35097,32223,0
35601,38537,0
36063,35707,0
36557,204467,0
,,
,,
