Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
33,1542468,1043507
508,1883330,1384369
1010,2907892,2408931
1503,3830691,3331730
2010,4585191,4086230
2510,4172842,3673881
3011,3704848,3205887
3516,3554161,3055200
4023,2087452,1588491
4537,1713557,1214596
5030,2155224,1656263
5532,2096617,1597656
6028,2424480,1925519
6537,2007158,1508197
7033,3379440,2880479
7535,3632569,3133608
8043,2433076,1934115
8499,357182,0
9005,596714,97753
9532,79591,0
10039,29367,0
10526,451715,0
11059,28138,0
11538,544927,45966
12072,55896,0
12548,804653,305692
13002,467757,0
13507,58363,0
14019,69447,0
14522,26127,0
15009,523416,24455
15509,688329,189368
16027,9580,0
16515,184519,0
17031,29611,0
17540,43545,0
18042,26998,0
18547,38320,0
19054,20901,0
19558,57480,0
20065,24385,0
20575,82395,0
21075,35190,0
21528,39191,0
22033,31352,0
22540,39191,0
23045,115713,0
23552,33094,0
24055,36578,0
24561,31352,0
25066,23514,0
25570,31352,0
26076,29611,0
26539,32223,0
27045,27869,0
27550,29611,0
28055,28740,0
28565,58288,0
29078,33965,0
29576,221283,0
30072,467844,0
30601,37248,0
31062,38810,0
31542,1475678,976717
32075,59122,0
32561,369038,0
33083,61371,0
33586,71242,0
34098,33094,0
34606,38320,0
35065,32223,0
35575,50512,0
36079,43545,0
36564,992979,494018
,,
,,
,,
