Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
21,1183568,661820
504,940095,418347
1014,1032254,510506
1501,1729788,1208040
2007,2547298,2025550
2503,3403216,2881468
3008,3283968,2762220
3512,3390758,2869010
4014,3362372,2840624
4514,2606775,2085027
5018,3849866,3328118
5523,2315374,1793626
6024,2089131,1567383
6526,1738253,1216505
7048,1158997,637249
7546,1208769,687021
8053,1164741,642993
8508,1129628,607880
9006,1269400,747652
9516,1125273,603525
10021,1113080,591332
10517,1187186,665438
11026,1085181,563433
11513,2136400,1614652
12014,712877,191129
12520,1174980,653232
13023,1386971,865223
13537,1161262,639514
14030,1142553,620805
14539,1030717,508969
15033,1310349,788601
15545,1018222,496474
16042,1045915,524167
16551,3170518,2648770
17056,2042829,1521081
17555,2032378,1510630
18052,1300499,778751
18518,1106984,585236
19007,1297216,775468
19520,1138937,617189
20026,1125219,603471
20521,1172606,650858
21033,1127015,605267
21536,1132459,610711
22033,1209909,688161
22545,1119177,597429
23046,1138008,616260
23549,1192416,670668
24053,1179056,657308
24558,1196918,675170
25065,1744976,1223228
25545,2559495,2037747
26063,160091,0
26566,1062612,540864
27008,1913773,1392025
27529,1095190,573442
28031,1113135,591387
28527,1287366,765618
29033,3361296,2839548
29541,2084461,1562713
30040,2086570,1564822
30541,1243074,721326
31041,1399942,878194
31546,1185566,663818
32045,1588180,1066432
32560,1117435,595687
33050,1310349,788601
33564,1155969,634221
34070,1120483,598735
34571,1133111,611363
35027,1121789,600041
35530,1128894,607146
36030,1261433,739685
36530,851788,330040
37051,1012716,490968
,,
,,
