Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
43,253926,0
489,1020438,655708
995,834534,469804
1489,2174954,1810224
1990,3445717,3080987
2494,2890820,2526090
2994,2680098,2315368
3496,1976159,1611429
4006,1206640,841910
4514,1041416,676686
5033,196867,0
5536,189950,0
6044,150642,0
6544,175942,0
7051,169612,0
7550,269474,0
8006,142815,0
8510,187127,0
9004,439948,75218
9521,175714,0
10027,157177,0
10529,190770,0
11040,141715,0
11524,782960,418230
12018,1356884,992154
12522,302417,0
13032,490569,125839
13527,422961,58231
14046,151515,0
14547,197640,0
15052,144310,0
15557,160153,0
16058,136136,0
16557,199260,0
17049,572970,208240
17515,144599,0
18016,165240,0
18522,157995,0
19027,145063,0
19531,150790,0
20040,155689,0
20543,105380,0
21040,244824,0
21548,155106,0
22047,164078,0
22551,218914,0
23059,110605,0
23559,147334,0
24062,149527,0
24570,151598,0
25071,163047,0
25516,256096,0
26026,202500,0
26542,164073,0
27043,142831,0
27537,217079,0
28031,633350,268620
28552,151758,0
29057,142367,0
29559,218387,0
30064,143947,0
30570,157192,0
31072,155622,0
31576,173394,0
32078,199260,0
32530,202388,0
33036,226799,0
33541,170734,0
34048,197567,0
34545,480715,115985
35060,136136,0
35561,166197,0
36067,215884,0
36552,1114871,750141
,,
,,
,,
