Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,79.231,79.231,screen dark,14.663756556000001
0,1.3559999999999999,1.3559999999999999,wifi running,0.0187038504
1.3559999999999999,1.607,0.2510000000000001,wifi running,0.003462143400000002
1.607,6.584,4.976999999999999,wifi scan,1.1318519205
6.584,16.664,10.080000000000002,wifi radio,2.731910328000001
16.664,79.231,62.56699999999999,wifi running,0.8630116578

