Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
20,1195761,854675
500,955689,614603
996,1334238,993152
1498,2295844,1954758
2007,2788575,2447489
2510,1695375,1354289
3006,2304483,1963397
3514,3326108,2985022
4013,4518985,4177899
4512,4381503,4040417
5013,5201122,4860036
5517,4233627,3892541
6026,6111935,5770849
6527,4088760,3747674
7044,3755095,3414009
7535,2469283,2128197
8036,2864829,2523743
8546,2657053,2315967
9049,3045309,2704223
9554,2909869,2568783
10053,2979551,2638465
10506,2972224,2631138
11006,3219183,2878097
11505,2762711,2421625
12008,2617733,2276647
12512,3407419,3066333
13012,3632346,3291260
13532,2821642,2480556
14029,2067336,1726250
14521,2594928,2253842
15043,2814172,2473086
15538,2298103,1957017
16034,2756397,2415311
16535,2880076,2538990
17040,3083942,2742856
17543,2798039,2456953
18042,2926228,2585142
18548,2961037,2619951
19059,2162701,1821615
19552,2293424,1952338
20054,2746913,2405827
20566,2698281,2357195
21063,2723170,2382084
21525,2551536,2210450
22011,2387277,2046191
22513,3055604,2714518
23019,2836122,2495036
23533,2551537,2210451
24024,3371760,3030674
24534,2917733,2576647
25048,2409805,2068719
25543,3218155,2877069
26036,2798804,2457718
26554,2856814,2515728
27065,2546521,2205435
27552,2313523,1972437
28056,2612900,2271814
28569,3003911,2662825
29060,4038046,3696960
29566,3764579,3423493
30021,2674089,2333003
30521,3404387,3063301
31035,4116805,3775719
31535,2501579,2160493
32036,2214263,1873177
32534,3319222,2978136
33052,2661892,2320806
33544,2593281,2252195
34046,3039998,2698912
34570,3094524,2753438
35065,1844442,1503356
35555,3059089,2718003
36065,2743780,2402694
36569,3370401,3029315
37061,3448825,3107739
,,
,,
