Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
36,978006,307579
494,698494,28067
984,1638905,968478
1487,1236118,565691
1989,2735396,2064969
2494,3325814,2655387
2995,3623938,2953511
3497,2043198,1372771
4002,1570995,900568
4511,1591413,920986
5019,192518,0
5544,46192,0
6059,26138,0
6568,46169,0
7019,53125,0
7525,39191,0
8015,274285,0
8538,38990,0
9023,610699,0
9549,53475,0
10057,72905,0
10567,54604,0
11022,31249,0
11519,357994,0
12020,483902,0
12517,497259,0
13020,113234,0
13520,60116,0
14042,27009,0
14541,25325,0
15036,102592,0
15548,23759,0
16048,17418,0
16551,26127,0
17053,30481,0
17557,86496,0
18065,210407,0
18569,24385,0
19074,34349,0
19528,37048,0
20034,38320,0
20540,31352,0
21045,73495,0
21551,40932,0
22061,26127,0
22545,444545,0
23049,1037439,367012
23573,961925,291498
24074,1112209,441782
24580,1084340,413913
25084,1103501,433074
25586,1081728,411301
26045,1072685,402258
26545,1010796,340369
27048,1092178,421751
27562,1086953,416526
28073,1093920,423493
28572,1093049,422622
29080,1100017,429590
29569,945437,275010
30071,48037,0
30549,45333,0
31056,30281,0
31566,29611,0
32076,36578,0
32578,26127,0
33096,48716,0
33594,37919,0
34105,35707,0
34561,42674,0
35072,49040,0
35579,43545,0
36094,30481,0
36584,234389,0
37101,882980,212553
,,
,,
,,
