Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
17,977203,553799
496,1135869,712465
998,1853302,1429898
1505,2631132,2207728
2007,1704272,1280868
2512,1581309,1157905
3013,2663565,2240161
3510,4047263,3623859
4012,5025000,4601596
4514,4665410,4242006
5015,2392494,1969090
5520,3425227,3001823
6021,2451062,2027658
6525,2350228,1926824
7027,1709111,1285707
7530,1366256,942852
8033,2770072,2346668
8536,2697109,2273705
9038,1265090,841686
9491,2059670,1636266
9999,1739168,1315764
10507,1242548,819144
11026,132625,0
11537,89815,0
12029,132642,0
12519,886432,463028
13026,363010,0
13537,127792,0
14034,417129,0
14535,542316,118912
15053,61212,0
15550,47982,0
16053,33476,0
16560,42006,0
17057,50220,0
17515,61373,0
18023,40932,0
18520,113533,0
19030,54677,0
19537,84806,0
20032,196992,0
20544,61373,0
21058,61373,0
21557,55793,0
22064,50322,0
22568,62488,0
23073,79468,0
23530,50427,0
24042,55793,0
24541,88630,0
25046,48775,0
25548,73647,0
26054,59141,0
26563,53561,0
27069,181756,0
27581,64856,0
28077,95580,0
28588,91938,0
29072,573607,150203
29544,81776,0
30050,51330,0
30555,103679,0
31065,52254,0
31558,856747,433343
32079,84012,0
32563,759873,336469
33095,47476,0
33596,80663,0
34050,71415,0
34559,58025,0
35066,46828,0
35571,60257,0
36083,38990,0
36577,449330,25926
,,
,,
,,
