Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
32,434981,0
513,323767,0
1003,1596113,1119940
1510,2936540,2460367
2010,5467980,4991807
2509,4954496,4478323
3012,3449005,2972832
3533,1560827,1084654
4018,1733027,1256854
4514,1768489,1292316
5016,3049031,2572858
5520,3768491,3292318
6019,4413212,3937039
6522,3552387,3076214
7024,2450649,1974476
7535,171876,0
8045,1597521,1121348
8504,791646,315473
9010,240231,0
9521,130557,0
10022,119907,0
10523,217437,0
11016,274038,0
11518,646830,170657
12017,1267291,791118
12519,476848,675
13022,366834,0
13545,104198,0
14036,177246,0
14546,100645,0
15048,106007,0
15534,770706,294533
16055,121787,0
16551,261013,0
17050,341452,0
17563,100428,0
18018,80994,0
18525,101445,0
19030,83825,0
19529,127209,0
20034,98060,0
20536,129016,0
21038,190478,0
21537,391176,0
22050,168496,0
22554,113819,0
23057,106007,0
23564,88833,0
24067,117166,0
24576,112457,0
25033,105294,0
25527,277439,0
26039,135658,0
26544,103884,0
27048,116050,0
27549,171720,0
28060,88833,0
28553,410400,0
29065,113819,0
29570,87091,0
30075,111587,0
30579,117166,0
31078,186300,0
31527,2081490,1605317
32036,383357,0
32544,484361,8188
33052,118282,0
33551,113819,0
34051,192779,0
34555,379991,0
35050,797751,321578
35554,894164,417991
36078,127862,0
36584,662898,186725
,,
,,
,,
