Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
19,497198,16532
488,591454,110788
995,566210,85544
1489,2709841,2229175
1990,3186938,2706272
2507,626926,146260
2999,2156294,1675628
3503,2808964,2328298
4006,2015766,1535100
4515,2372505,1891839
5014,1863049,1382383
5516,2259219,1778553
6024,1459209,978543
6524,2001669,1521003
7030,1491693,1011027
7531,1260009,779343
8031,2036480,1555814
8533,1971950,1491284
8983,1950596,1469930
9493,1546433,1065767
9993,1414559,933893
10496,1948843,1468177
10996,2158215,1677549
11503,1597861,1117195
12004,2145229,1664563
12495,2038305,1557639
13001,2823252,2342586
13504,2502574,2021908
14007,2419061,1938395
14512,1555968,1075302
15020,1180720,700054
15529,1042250,561584
16020,1228447,747781
16522,1520494,1039828
17027,1099730,619064
17524,1956013,1475347
18030,1079225,598559
18532,1183563,702897
19035,1351418,870752
19537,1382164,901498
20040,1454173,973507
20542,1523953,1043287
21045,1499563,1018897
21496,1549416,1068750
22001,1182384,701718
22501,1459130,978464
23008,1507247,1026581
23509,1228456,747790
24021,1284832,804166
24517,1481105,1000439
25019,1188835,708169
25516,1459130,978464
26020,1435676,955010
26528,1500507,1019841
27027,1533936,1053270
27532,1624550,1143884
28036,1517221,1036555
28537,1520465,1039799
29039,1513998,1033332
29546,1229986,749320
30044,2001726,1521060
30546,1510481,1029815
31050,1570598,1089932
31548,2604857,2124191
32011,1288656,807990
32508,1562416,1081750
33008,1627511,1146845
33511,1517543,1036877
34018,1180389,699723
34522,1145694,665028
35024,1464157,983491
35545,1246759,766093
36027,1514027,1033361
36533,1475601,994935
37034,2372134,1891468
37539,2686458,2205792
,,
,,
