Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
53,344200,0
493,1552505,1173090
995,1982036,1602621
1499,3509005,3129590
2000,4146001,3766586
2507,4038243,3658828
3000,1749031,1369616
3502,3128990,2749575
4004,1377259,997844
4508,1668841,1289426
5010,1151001,771586
5514,1172428,793013
6017,1565484,1186069
6520,2229750,1850335
7023,1118306,738891
7528,1431133,1051718
8032,1121789,742374
8533,1594435,1215020
9037,1330156,950741
9489,1148980,769565
9992,1138651,759236
10496,1296457,917042
11001,1147361,767946
11506,1491611,1112196
12009,1123531,744116
12512,1741985,1362570
13014,1238849,859434
13516,1592773,1213358
14017,1360220,980805
14520,1442375,1062960
15024,1116008,736593
15525,1206456,827041
16030,305111,0
16529,1464773,1085358
17036,1130813,751398
17535,1311866,932451
18041,1109597,730182
18542,1133269,753854
19046,1549552,1170137
19498,1356328,976913
20003,1111339,731924
20506,1138337,758922
21008,2145701,1766286
21512,1099859,720444
22014,1494233,1114818
22517,1126459,747044
23025,1851289,1471874
23527,830653,451238
24027,1238367,858952
24531,1283369,903954
25034,1717220,1337805
25537,1265951,886536
26042,1328282,948867
26545,1128043,748628
27049,1180549,801134
27552,1134297,754882
28005,1265391,885976
28509,1136039,756624
29019,564340,184925
29536,921261,541846
30025,1359597,980182
30538,1074288,694873
31041,1134853,755438
31543,1219280,839865
32046,1093606,714191
32540,1559526,1180111
33054,1106984,727569
33546,1791294,1411879
34064,1202458,823043
34555,1424877,1045462
35069,1200958,821543
35562,1509743,1130328
36080,1113080,733665
36517,2002665,1623250
,,
,,
