Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
91,858718,0
544,269445,0
1038,1026561,0
1537,1266674,218215
2040,2598871,1550412
2543,3488964,2440505
3039,3449261,2400802
3546,3309798,2261339
4046,5075676,4027217
4554,3491021,2442562
5060,848525,0
5522,635288,0
6022,701416,0
6529,512631,0
7048,116989,0
7552,55772,0
8060,42273,0
8566,62489,0
9079,32223,0
9588,37205,0
10023,619249,0
10552,38354,0
11062,51406,0
11539,1011904,0
12042,240558,0
12553,72899,0
13064,71847,0
13566,24385,0
14073,36334,0
14565,236837,0
15072,38879,0
15574,63180,0
16076,42120,0
16571,286803,0
17086,25501,0
17590,47139,0
18093,37449,0
18547,36415,0
19053,27869,0
19564,27887,0
20067,59261,0
20582,67043,0
21078,29692,0
21584,33965,0
22091,26998,0
22597,29611,0
23088,289246,0
23606,68808,0
24060,55676,0
24566,33094,0
25071,77718,0
25581,45425,0
26087,71822,0
26575,695178,0
27071,1058950,10491
27600,1118481,70022
28100,1091308,42849
28607,1092849,44390
29114,1094791,46332
29617,1093920,45461
30090,934319,0
30588,1097404,48945
31091,1109924,61465
31593,1088695,40236
32102,1094566,46107
32609,1099636,51177
33096,1209825,161366
33614,58689,0
34131,45556,0
34590,54535,0
35092,47900,0
35598,50181,0
36104,42543,0
36599,354718,0
,,
,,
,,
