Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
20,1019890,517107
492,766722,263939
997,645524,142741
1498,2152856,1650073
2010,2412241,1909458
2498,3420701,2917918
3001,3445811,2943028
3502,2837615,2334832
4011,2189414,1686631
4512,1444573,941790
5019,181049,0
5531,37449,0
6044,39225,0
6565,151432,0
7025,42403,0
7531,39762,0
8023,251762,0
8545,38343,0
9041,194493,0
9558,88747,0
10066,82519,0
10553,701238,198455
11005,348952,0
11509,97873,0
12014,90311,0
12534,48920,0
13036,27016,0
13538,27869,0
14039,63332,0
14524,223499,0
15043,125314,0
15550,46728,0
16052,40061,0
16556,47499,0
17062,27869,0
17571,43164,0
18069,87652,0
18530,22643,0
19039,27869,0
19542,29009,0
20048,36847,0
20553,20901,0
21060,22643,0
21569,36034,0
22072,39260,0
22586,50023,0
23085,39861,0
23541,27869,0
24051,59222,0
24553,36578,0
25059,33965,0
25565,28740,0
26078,32577,0
26577,105300,0
27090,42552,0
27600,36578,0
28059,51052,0
28566,29611,0
29072,34836,0
29577,284476,0
30087,26998,0
30587,111559,0
31081,693959,191176
31594,753512,250729
32109,1105399,602616
32555,1089566,586783
33064,1094519,591736
33567,1094791,592008
34056,1756325,1253542
34580,1062837,560054
35078,1108883,606100
35588,1084340,581557
36089,1094791,592008
36587,1336614,833831
,,
,,
,,
