Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
11,1021667,282443
491,1020120,280896
995,1564789,825565
1501,2582267,1843043
1996,3154526,2415302
2505,3164427,2425203
3000,3159395,2420171
3506,2153828,1414604
4017,775789,36565
4527,185625,0
5042,115044,0
5556,47356,0
6012,43144,0
6515,71733,0
7034,36377,0
7521,778415,39191
8019,1194561,455337
8542,1127720,388496
9037,1189296,450072
9553,1103500,364276
10060,1202215,462991
10512,1103970,364746
11017,910810,171586
11519,199899,0
12011,1303179,563955
12506,1665467,926243
13008,1128836,389612
13509,1222313,483089
14019,1099460,360236
14512,1436392,697168
15020,384114,0
15523,33129,0
16038,27021,0
16544,26138,0
17047,24385,0
17552,45287,0
18043,315484,0
18562,25256,0
19067,62488,0
19528,41872,0
20036,33163,0
20534,41803,0
21046,16166,0
21551,33564,0
22060,29880,0
22565,20901,0
23067,35506,0
23573,22643,0
24079,49923,0
24582,40531,0
25037,29611,0
25539,27869,0
26047,26127,0
26553,29611,0
27061,34836,0
27568,38320,0
28075,41872,0
28586,25883,0
29091,56678,0
29596,37919,0
30060,43545,0
30565,34836,0
31070,43947,0
31573,47098,0
32080,40531,0
32586,50851,0
33096,33965,0
33607,35776,0
34060,30481,0
34570,48639,0
35077,28740,0
35591,27869,0
36097,36601,0
36596,99532,0
,,
,,
