Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
28,536086,0
495,676610,0
999,892436,0
1494,3538567,2351944
1998,2686838,1500215
2500,3321512,2134889
3005,2510671,1324048
3510,2665273,1478650
4020,770219,0
4537,339389,0
5060,62161,0
5570,87985,0
6004,244323,0
6524,40073,0
7039,26127,0
7550,26998,0
8034,415865,0
8568,33174,0
9021,28740,0
9526,63244,0
10023,183320,0
10541,66223,0
11037,62488,0
11548,52524,0
12031,505792,0
12531,123565,0
13034,73915,0
13550,11333,0
14058,25256,0
14554,20030,0
15057,19160,0
15556,42743,0
16061,26127,0
16564,15676,0
17019,38320,0
17526,27869,0
18032,38320,0
18538,26998,0
19055,57317,0
19560,63610,0
20056,29611,0
20560,31352,0
21067,26127,0
21576,31352,0
22026,45287,0
22533,30944,0
23046,32223,0
23545,36578,0
24048,39191,0
24552,43320,0
25057,27869,0
25562,26998,0
26076,21772,0
26585,28740,0
27044,34435,0
27551,30481,0
28059,33094,0
28566,36578,0
29074,29611,0
29584,26127,0
30092,33965,0
30600,39191,0
31059,49800,0
31544,1157891,0
32075,24208,0
32562,441639,0
33092,41803,0
33587,167443,0
34101,30481,0
34559,49310,0
35065,25256,0
35566,177292,0
36080,25256,0
36577,87201,0
,,
,,
