site,crit,browser,lt,fp,fcp,e
1651,cam,1,firefox,1939,1545.5,801,12.558861521
1652,cam,1,firefox,1910,1387.2,801,20.79366894
1663,unicef,1,chrome,1475,1123.3,1123.3,15.4513177075
1664,unicef,1,chrome,1409,1213.2,1213.2,8.01382955
1665,unicef,1,chrome,1419,1186.4,1186.4,6.83176404
1666,unicef,1,chrome,1426,1238.6,1238.6,13.085976833
1667,unicef,1,chrome,1413,1218.7,1218.7,10.428772213
1668,unicef,1,chrome,1432,1210,1210,6.9759485055
1669,unicef,1,chrome,1387,1206.8,1206.8,12.4615442485
1670,unicef,1,chrome,1374,1145.7,1145.7,10.305200544
1671,unicef,1,chrome,1386,1188.8,1188.8,15.1860744895
1672,unicef,1,chrome,1318,1121.3,1121.3,10.563816881
1673,unicef,1,firefox,2448,1376.1,928,18.3628372345
1674,unicef,1,firefox,3066,927.1,983,15.1370438615
1675,unicef,1,firefox,2403,1416.2,995,23.524858363
1676,unicef,1,firefox,2339,1416.2,976,20.254134233
1677,unicef,1,firefox,2763,1711.7,986,15.2657921335
1678,unicef,1,firefox,2671,1557.2,960,21.8298111125
1679,unicef,1,firefox,2431,1081.5,1047,16.6308021205
1680,unicef,1,firefox,2415,1402.2,984,15.881190652
1681,unicef,1,firefox,3176,1238.4,952,21.1329325165
1682,unicef,1,firefox,3211,1400,1052,15.7175590305
1683,cam,0,chrome,1734,1344.9,1344.9,3.7805808675
1684,cam,0,chrome,1622,1162.5,1162.5,6.814148447
1685,cam,0,chrome,1746,1403.1,1403.1,11.032718036
1686,cam,0,chrome,1665,1163.4,1163.4,4.240419393
1687,cam,0,chrome,1932,1425,1425,8.13669507
1688,cam,0,chrome,1651,1175.8,1175.8,7.3481808405
1689,cam,0,chrome,1821,1294.1,1294.1,5.710977235
1690,cam,0,chrome,1974,1313.8,1313.8,7.6868825545
1691,cam,0,chrome,1706,1174.2,1174.2,11.270428833
1692,cam,0,chrome,1801,1400,1400,6.254528759
1693,cam,0,firefox,1961,1213.2,752,23.2894390135
1694,cam,0,firefox,2987,1135.5,753,22.7071664575
1695,cam,0,firefox,1911,1135.5,800,21.571352308
1696,cam,0,firefox,1848,1596.8,782,14.334407994
1697,cam,0,firefox,2045,1375.5,811,13.3300319215
1698,cam,0,firefox,2019,738.2,848,15.3535989845
1699,cam,0,firefox,3034,352.5,756,14.2809592865
1700,cam,0,firefox,1992,364.2,812,15.7695760085
1701,cam,0,firefox,1888,375.4,780,14.670497849
1702,cam,0,firefox,1948,1143.3,847,24.744345125
1703,eff,1,chrome,1230,1415.2,1415.2,5.630095897
1704,eff,1,chrome,1235,1393.1,1393.1,4.295262023
1705,eff,1,chrome,1247,1411.8,1411.8,6.3160679785
1706,eff,1,chrome,1190,1422.5,1422.5,4.3292906385
1707,eff,1,chrome,1219,1395.7,1395.7,3.478622327
1708,eff,1,chrome,1215,1395.6,1395.6,9.7420106495
1709,eff,1,chrome,1176,1411.4,1411.4,3.6693373445
1710,eff,1,chrome,1230,1402.8,1402.8,5.509655314
1711,eff,1,chrome,1223,1392.8,1392.8,4.769429207
1712,eff,1,chrome,1214,1448.6,1448.6,4.0821431325
1713,eff,1,firefox,865,1375.5,652,10.613719587
1714,eff,1,firefox,900,1567.6,659,9.78710237
1715,eff,1,firefox,857,1113.1,641,14.0246306355
1716,eff,1,firefox,858,1113.1,636,8.0886777255
1717,eff,1,firefox,825,1113.1,615,6.24135498
1718,eff,1,firefox,876,1179.3,630,9.129996711
1719,eff,1,firefox,897,364.2,653,6.161206798
1720,eff,1,firefox,828,1022.2,638,8.15661149
1721,eff,1,firefox,838,1411.4,621,14.0039906305
1722,eff,1,firefox,838,971.5,612,14.483790162
1723,etsy,0,chrome,1827,1376.1,1376.1,6.1190504975
1724,etsy,0,chrome,1729,1375.5,1375.5,5.1044068945
1725,etsy,0,chrome,1516,1211,1211,4.5513721165
1726,etsy,0,chrome,1782,1402.2,1402.2,9.805015362
1727,etsy,0,chrome,1668,1237.1,1237.1,6.410118755
1728,etsy,0,chrome,1661,1424.5,1424.5,7.4632452685
1729,etsy,0,chrome,1679,1238.4,1238.4,8.9925140435
1730,etsy,0,chrome,1650,1359.6,1359.6,5.35456057
1731,etsy,0,chrome,1692,1245,1245,5.670421533
1732,etsy,0,chrome,1632,1387.2,1387.2,5.610091721
1733,etsy,0,firefox,3724,927.1,1580,9.14198893
1734,etsy,0,firefox,2593,1646.6,563,10.497644865
1735,etsy,0,firefox,2134,1895,1556,9.739427349
1736,etsy,0,firefox,1587,875.5,1151,11.448320044
1737,etsy,0,firefox,2350,1402.2,1575,9.294267305
1738,etsy,0,firefox,2417,1424.5,1955,15.905425149
1739,etsy,0,firefox,2217,1143.3,1599,10.3117797955
1740,etsy,0,firefox,1402,1545.5,672,14.8692170465
1741,etsy,0,firefox,2245,1245,1560,9.756214378
1742,etsy,0,firefox,1392,1609.4,589,11.003388261
1753,etsy,1,chrome,1296,1001.9,1001.9,5.9042700875
1754,etsy,1,chrome,1330,989.2,989.2,5.42883774
1755,etsy,1,chrome,1124,799.5,799.5,7.8930402895
1756,etsy,1,chrome,1340,1012,1012,6.228855574
1757,etsy,1,chrome,1231,826.4,826.4,4.5467313415
1758,etsy,1,chrome,1367,1022.2,1022.2,6.9029883325
1759,etsy,1,chrome,1393,1019.2,1019.2,5.409573351
1760,etsy,1,chrome,1406,1043.5,1043.5,6.6635146575
1761,etsy,1,chrome,1372,1006.2,1006.2,4.62284043
1762,etsy,1,chrome,1505,1142.2,1142.2,4.5753173535
1763,etsy,1,firefox,1730,1646.6,400,9.6682156525
1764,etsy,1,firefox,1202,1567.6,381,21.610005172
1765,etsy,1,firefox,2292,394,372,12.546865594
1766,etsy,1,firefox,2498,1238.4,370,16.759756167
1767,etsy,1,firefox,1606,352.5,405,11.9354577195
1768,etsy,1,firefox,1203,364.2,485,20.458265161
1769,etsy,1,firefox,1085,1359.6,419,19.7508763975
1770,etsy,1,firefox,1522,1395.6,334,15.5957122365
1771,etsy,1,firefox,2008,795.9,432,18.878705535
1772,etsy,1,firefox,2178,1392.8,378,12.6676481975
1773,eff,0,chrome,1414,1596.8,1596.8,2.9055082585
1774,eff,0,chrome,1370,1598.9,1598.9,6.318481836
1775,eff,0,chrome,1412,1580.9,1580.9,3.7067048955
1776,eff,0,chrome,1379,1562.5,1562.5,7.6833969705
1777,eff,0,chrome,1395,1585.9,1585.9,6.5028752315
1778,eff,0,chrome,1415,1577.6,1577.6,4.1416501895
1779,eff,0,chrome,1363,1592.4,1592.4,6.299277246
1780,eff,0,chrome,1388,1551.9,1551.9,3.8852857625
1781,eff,0,chrome,1411,1614.4,1614.4,9.8292563625
1782,eff,0,chrome,1399,1568.5,1568.5,3.2952216965
1783,eff,0,firefox,1001,749.5,768,8.95243014
1784,eff,0,firefox,1036,1425,824,11.8327584135
1785,eff,0,firefox,1029,1022.2,815,6.4879762975
1786,eff,0,firefox,1002,1143.3,791,7.1212646915
1787,eff,0,firefox,1044,1143.3,822,6.8625032235
1788,eff,0,firefox,1078,1188.8,835,11.5560841375
1789,eff,0,firefox,1017,1588.9,805,6.175180301
1790,eff,0,firefox,999,1121.3,774,7.3135596255
1791,eff,0,firefox,1017,1121.3,803,5.458396367
1792,eff,0,firefox,1047,1448.6,814,10.068523287
1793,applenews,1,chrome,1501,742.9,1109.9,10.3893663185
1794,applenews,1,chrome,1608,730.6,1119.1,6.0407922415
1795,applenews,1,chrome,1475,703.3,1100.7,14.810582454
1796,applenews,1,chrome,1537,749.5,1141,6.300716625
1797,applenews,1,chrome,1534,758,1143.5,13.82043747
1798,applenews,1,chrome,1668,762.3,1155.2,7.70682189
1799,applenews,1,chrome,1517,738.2,1126.3,9.2845969625
1800,applenews,1,chrome,1623,759.1,1087,10.336153279
1801,applenews,1,chrome,1518,703.2,1130.7,10.8406229095
1802,applenews,1,chrome,1552,770.6,1124.8,15.721430334
1803,applenews,1,firefox,1465,730.6,1320,21.573952604
1804,applenews,1,firefox,1334,811,1254,19.3858172
1805,applenews,1,firefox,1307,1113.1,1219,17.1561430735
1806,applenews,1,firefox,1355,1066.6,1250,28.3587275635
1807,applenews,1,firefox,1378,1022.2,1291,23.811291045
1808,applenews,1,firefox,1290,1313.8,1194,23.959737146
1809,applenews,1,firefox,1361,458.6,1235,18.77819315
1810,applenews,1,firefox,1424,831.9,1304,19.5169951585
1811,applenews,1,firefox,1308,1545.5,1195,15.7511077815
1812,applenews,1,firefox,1243,1121.3,1151,21.1788586755
1852,unicef,0,chrome,1711,1605.4,1605.4,7.364702832
1853,unicef,0,chrome,1785,1637.7,1637.7,8.9909572505
1854,unicef,0,chrome,1860,1711.7,1711.7,10.832043949
1855,unicef,0,chrome,1743,1567.6,1567.6,8.8155616925
1856,unicef,0,chrome,1732,1556.5,1556.5,10.988566933
1857,unicef,0,chrome,1753,1557.2,1557.2,9.0402555095
1858,unicef,0,chrome,1759,1565.5,1565.5,10.9174836485
1859,unicef,0,chrome,1772,1588.9,1588.9,10.1836748095
1860,unicef,0,chrome,1731,1545.5,1545.5,11.3907873775
1861,unicef,0,chrome,1819,1609.4,1609.4,12.1525431035
1862,unicef,0,firefox,2684,730.6,2257,20.895601805
1863,unicef,0,firefox,2770,875.5,2372,18.089860449
1864,unicef,0,firefox,3764,826.4,3757,18.4208764865
1865,unicef,0,firefox,2822,1565.5,2374,23.245467594
1866,unicef,0,firefox,2739,1359.6,1821,14.6888707945
1867,unicef,0,firefox,2757,1143.3,2336,18.899957371
1868,unicef,0,firefox,2740,1545.5,2350,15.2671692675
1869,unicef,0,firefox,2679,1568.5,2676,18.2580871525
1870,unicef,0,firefox,3856,1121.3,3391,16.2046821765
1871,unicef,0,firefox,2744,1121.3,2302,18.9827368305
1892,applenews,0,chrome,1797,1529.9,1612.9,8.585760064
1893,applenews,0,chrome,1896,1646.6,1727.3,5.2458638685
1894,applenews,0,chrome,1978,1895,1895,10.6439386555
1895,applenews,0,chrome,1837,1416.2,1506.8,13.261503382
1896,applenews,0,chrome,1929,1835.8,1835.8,13.385370363
1897,applenews,0,chrome,1884,1778.3,1778.3,6.263671967
1898,applenews,0,chrome,1726,1463.9,1562.9,11.198338907
1899,applenews,0,chrome,1741,1479.3,1554.3,11.710115637
1900,applenews,0,chrome,1937,1805.2,1805.2,9.856223114
1901,applenews,0,chrome,1988,1884.5,1884.5,12.2009247155
1902,applenews,0,firefox,1608,875.5,1525,18.5321958195
1903,applenews,0,firefox,1590,365.8,1234,30.508364033
1904,applenews,0,firefox,1700,871.3,1522,19.5663273175
1905,applenews,0,firefox,1548,1175.8,1466,16.8443186005
1906,applenews,0,firefox,1601,364.2,1493,11.2427295865
1907,applenews,0,firefox,1675,364.2,1341,22.5452365105
1908,applenews,0,firefox,1609,364.2,1529,18.083190063
1909,applenews,0,firefox,1632,1313.8,1553,18.010227018
1910,applenews,0,firefox,1804,1174.2,1668,13.0573673505
1911,applenews,0,firefox,1676,831.9,1596,16.083993362
