site,crit,browser,lt,fp,fcp,e
535,enable,1,firefox,474,716.4,468,7.701308311
536,enable,1,firefox,494,1003.3,478,10.0104884545
537,enable,1,firefox,456,746.2,454,7.0320043275
538,enable,1,firefox,562,788.1,468,7.6028152075
539,live,1,chrome,454,1202.7,1202.7,6.9927186805
540,live,1,chrome,429,1173.8,1173.8,10.7572252105
541,live,1,chrome,435,1192.3,1192.3,11.3277895215
542,live,1,chrome,473,1233.5,1233.5,11.877058147
543,live,1,chrome,444,1221.5,1221.5,6.377240778
544,live,1,chrome,442,1213.1,1213.1,6.371835646
545,live,1,chrome,480,1240.4,1240.4,7.606243164
546,live,1,chrome,477,1261.9,1261.9,6.950028108
547,live,1,chrome,413,1156.3,1156.3,4.7016097775
548,live,1,chrome,451,1220.6,1220.6,8.365994114
549,live,1,firefox,380,629.6,362,13.9755925015
550,live,1,firefox,399,1056.4,393,18.6234832605
551,live,1,firefox,405,1033.9,403,13.9717114975
552,live,1,firefox,445,803,432,21.1145623835
553,live,1,firefox,429,765.2,413,15.946642715
554,live,1,firefox,404,644.8,388,11.797587959
555,live,1,firefox,885,1191,873,15.295451117
556,live,1,firefox,748,1495,624,16.594563426
557,live,1,firefox,406,2607.1,396,15.3929345325
558,live,1,firefox,401,1108.1,384,11.400674668
559,cambridge,1,chrome,1766,1423.4,1423.4,9.215098687
560,cambridge,1,chrome,1920,1282.4,1282.4,4.000054015
561,cambridge,1,chrome,1817,1329.8,1329.8,11.2680320945
562,cambridge,1,chrome,1887,1117.1,1117.1,12.294164555
563,cambridge,1,chrome,1698,1202.4,1202.4,12.728622382
564,cambridge,1,chrome,1969,1485.3,1485.3,6.3154147925
565,cambridge,1,chrome,1820,1295,1295,7.518312506
566,cambridge,1,chrome,1816,1323.2,1323.2,11.380011819
567,cambridge,1,chrome,1942,1363.9,1363.9,7.551719219
568,cambridge,1,chrome,1778,1139.5,1139.5,9.0760721455
569,cambridge,1,firefox,1942,629.6,808,13.927836702
570,cambridge,1,firefox,2021,978.9,748,16.177536291
571,cambridge,1,firefox,2193,442.3,810,21.3999383035
572,cambridge,1,firefox,1907,564.3,754,19.019934391
573,cambridge,1,firefox,1874,692.4,749,21.856713112
574,cambridge,1,firefox,2047,1276.5,809,21.0699365925
575,cambridge,1,firefox,3099,1290.1,1511,22.044843176
576,cambridge,1,firefox,2008,636.8,794,12.0466042095
577,cambridge,1,firefox,2090,959.4,792,16.8055096475
578,cambridge,1,firefox,2072,1384.7,816,14.4019194355
579,mailchi,0,chrome,3272,1845.1,1845.1,15.3249304285
580,mailchi,0,chrome,3408,1861.4,1861.4,16.0543295535
581,mailchi,0,chrome,3235,1836.1,1836.1,14.357372668
582,mailchi,0,chrome,3207,1822,1822,23.894938184
583,mailchi,0,chrome,3360,1731,1731,13.501541017
584,mailchi,0,chrome,3254,1823.5,1823.5,10.5975006715
585,mailchi,0,chrome,6143,2884.2,2884.2,13.1333116775
586,mailchi,0,chrome,5277,2909.1,2909.1,14.624011243
587,mailchi,0,chrome,3493,1771.7,1771.7,12.985101023
588,mailchi,0,chrome,3526,1804.3,1804.3,11.5130683025
589,mailchi,0,firefox,3269,1845.1,2615,25.1220274005
590,mailchi,0,firefox,3287,902,2638,19.766722432
591,mailchi,0,firefox,3118,581.9,2471,24.5067258945
592,mailchi,0,firefox,3782,940.9,3084,18.4123481465
593,mailchi,0,firefox,4157,1665.6,3522,17.641878756
594,mailchi,0,firefox,4761,576.8,4135,27.6338059935
595,mailchi,0,firefox,4236,1374.5,3515,18.143217227
596,mailchi,0,firefox,4120,975.6,3482,21.9492054695
597,mailchi,0,firefox,3190,733.3,2549,7.9758611355
598,mailchi,0,firefox,3180,1764.9,2518,18.913659556
599,npr,0,chrome,2277,1066,2254,18.9961368055
600,npr,0,chrome,2355,1084.7,2336.3,19.116018082
601,npr,0,chrome,2270,1115.7,2253.1,24.6287224075
602,npr,0,chrome,2288,1069.8,2276.6,16.738922969
603,npr,0,chrome,2284,1039.3,2260.9,26.4381965565
604,npr,0,chrome,2321,1002.9,2292.4,19.8388254355
605,npr,0,chrome,3612,1386.9,3201.9,19.7753958765
606,npr,0,chrome,2275,1005.4,2245.5,21.8790490345
607,npr,0,chrome,2258,1060.9,2239.6,33.3782157255
608,npr,0,chrome,2288,987.6,2282.8,16.06297348
609,npr,0,firefox,3015,1423.4,2756,38.0145245775
610,npr,0,firefox,3060,1665.6,2805,56.5937657415
611,npr,0,firefox,3012,901,2769,31.1782508575
612,npr,0,firefox,2991,1181.3,2731,25.511009596
613,npr,0,firefox,3782,2063.6,3495,38.806531303
614,npr,0,firefox,3716,905.3,3465,29.142261967
615,npr,0,firefox,3083,1490.3,2826,33.809408255
616,npr,0,firefox,3039,2551.2,2765,24.66845835
617,npr,0,firefox,3023,1229.3,2752,29.123132009
618,npr,0,firefox,3794,1915.8,3199,30.2344626475
619,ilovepdf,1,chrome,426,683.1,683.1,6.7506357735
620,ilovepdf,1,chrome,610,794.3,794.3,9.660684286
621,ilovepdf,1,chrome,627,856.7,856.7,5.8895440425
622,ilovepdf,1,chrome,526,718.1,718.1,3.986089347
623,ilovepdf,1,chrome,516,711.4,711.4,4.990346304
624,ilovepdf,1,chrome,484,674.2,674.2,6.4687914865
625,ilovepdf,1,chrome,1184,1532.8,1532.8,8.886741284
626,ilovepdf,1,chrome,605,790.2,790.2,2.795035536
627,ilovepdf,1,chrome,438,720.2,720.2,4.588609745
628,ilovepdf,1,chrome,527,726.9,726.9,3.960218224
629,ilovepdf,1,firefox,1280,1771.5,296,9.182368271
630,ilovepdf,1,firefox,384,1288.7,306,10.3998986025
631,ilovepdf,1,firefox,381,834.7,374,7.5116111295
632,ilovepdf,1,firefox,376,415.3,296,13.6761078135
633,ilovepdf,1,firefox,395,564.3,331,8.3764101115
634,ilovepdf,1,firefox,440,576.8,340,8.927512996
635,ilovepdf,1,firefox,1299,674.7,310,12.577545944
636,ilovepdf,1,firefox,1379,1144.3,294,17.154418409
637,ilovepdf,1,firefox,409,860.7,315,9.8995447975
638,ilovepdf,1,firefox,416,1108.1,340,10.1932656185
639,arxiv,0,chrome,436,766.9,766.9,4.4340127505
640,arxiv,0,chrome,403,694.6,694.6,4.0039209645
641,arxiv,0,chrome,415,718.8,718.8,3.6160193505
642,arxiv,0,chrome,433,725.5,725.5,4.155001808
643,arxiv,0,chrome,433,803,803,3.4955711365
644,arxiv,0,chrome,667,1207.3,1207.3,0.727920284
645,arxiv,0,chrome,675,1228.8,1228.8,4.9672274485
646,arxiv,0,chrome,653,1196.2,1196.2,2.2255954115
647,arxiv,0,chrome,403,698.8,698.8,7.393220965
648,arxiv,0,chrome,426,762.9,762.9,3.716544202
649,arxiv,0,firefox,391,1070.6,309,4.690680847
650,arxiv,0,firefox,443,629.6,349,12.8463862915
651,arxiv,0,firefox,404,605,311,6.292957435
652,arxiv,0,firefox,377,1102.8,255,4.5927410595
653,arxiv,0,firefox,382,981.4,302,6.4891612995
654,arxiv,0,firefox,380,1229.3,285,9.33954044
655,arxiv,0,firefox,351,726.1,268,2.112123415
656,arxiv,0,firefox,543,1386.1,404,7.879438516
657,arxiv,0,firefox,391,1390.2,307,10.7896918065
658,arxiv,0,firefox,556,825.6,445,6.367616909
659,blogger,1,chrome,790,782.6,782.6,19.842526898
660,blogger,1,chrome,780,826.3,826.3,14.4874845665
661,blogger,1,chrome,1770,1680.5,1680.5,16.743669721
662,blogger,1,chrome,768,824.5,824.5,25.3121638325
663,blogger,1,chrome,726,771.6,771.6,21.171603833
664,blogger,1,chrome,780,738.8,738.8,21.895001361
665,blogger,1,chrome,789,813,813,28.881030286
666,blogger,1,chrome,742,786.1,786.1,23.029436706
667,blogger,1,chrome,659,773.3,773.3,26.3661579245
668,blogger,1,chrome,780,770,770,19.8157669365
669,blogger,1,firefox,673,738.4,422,85.3393102865
670,blogger,1,firefox,746,1464.9,444,65.6710163565
671,blogger,1,firefox,951,1388.2,562,68.0724887375
672,blogger,1,firefox,752,869.2,490,79.897902149
673,blogger,1,firefox,865,1181,433,68.9887374495
674,blogger,1,firefox,692,623.3,391,78.89625704
675,blogger,1,firefox,1421,1261.5,989,74.6148693765
676,blogger,1,firefox,1806,1495,1013,74.271592358
677,blogger,1,firefox,677,650.3,438,69.4212537335
678,blogger,1,firefox,842,1374.5,498,67.8282835775
699,yale,0,chrome,1248,1106.4,1106.4,6.478074231
700,yale,0,chrome,1478,1306.1,1306.1,5.8169142725
701,yale,0,chrome,1268,1122.5,1122.5,9.9889611225
702,yale,0,chrome,1284,1156.9,1156.9,4.8010390995
703,yale,0,chrome,1467,1291.4,1291.4,9.5947108565
704,yale,0,chrome,2358,1795.3,1795.3,5.08722147
705,yale,0,chrome,1420,1220.5,1220.5,2.0907002705
706,yale,0,chrome,1431,1297.4,1297.4,4.2673837265
707,yale,0,chrome,1472,1310.3,1310.3,4.897023563
708,yale,0,chrome,1307,1148.7,1148.7,8.1019908525
709,yale,0,firefox,1248,516,862,7.229953168
710,yale,0,firefox,2216,898.4,1829,9.861619461
711,yale,0,firefox,1266,1215.6,969,11.381117847
712,yale,0,firefox,1195,1284.2,857,6.7930507725
713,yale,0,firefox,1224,1665.6,1211,12.8943330535
714,yale,0,firefox,1378,1598.1,1044,7.3488894255
715,yale,0,firefox,2236,2050,1951,16.45821093
716,yale,0,firefox,2368,803,1982,7.0250052105
717,yale,0,firefox,1308,618.8,922,11.742785899
718,yale,0,firefox,1235,1148.7,864,9.2584143635
719,moz,1,chrome,1521,1487.1,1487.1,7.598926337
720,moz,1,chrome,1634,1612.8,1612.8,8.851585637
721,moz,1,chrome,1593,1557.2,1557.2,15.9212187655
722,moz,1,chrome,1459,1425.6,1425.6,12.920459602
723,moz,1,chrome,1548,1501.7,1501.7,9.980684717
724,moz,1,chrome,1530,1491.6,1491.6,24.6413764045
725,moz,1,chrome,1589,1542.2,1542.2,12.3351260505
726,moz,1,chrome,1553,1506.4,1506.4,17.1520976775
727,moz,1,chrome,3216,2161.4,2161.4,13.380143593
728,moz,1,chrome,1637,1479.6,1479.6,9.4925167685
729,moz,1,firefox,4317,869.3,3165,13.303832495
730,moz,1,firefox,2978,1282.4,2008,16.8781915575
731,moz,1,firefox,3950,897.2,3009,11.8731494145
732,moz,1,firefox,2982,1028.2,2005,16.280893261
733,moz,1,firefox,3959,1185.7,3068,19.0851365085
734,moz,1,firefox,2940,1057.8,1905,15.114510535
735,moz,1,firefox,4915,1783.9,3631,14.130942149
736,moz,1,firefox,4805,1261.5,3523,13.384201204
737,moz,1,firefox,2858,786.1,2016,14.284268013
738,moz,1,firefox,4073,2607.1,3111,20.4667914885
739,ietf,1,chrome,693,663,663,3.3906820845
740,ietf,1,chrome,568,623.1,623.1,1.4977765335
741,ietf,1,chrome,621,677.7,677.7,2.588904361
742,ietf,1,chrome,653,702.8,702.8,2.729695162
743,ietf,1,chrome,620,690.9,690.9,4.170716396
744,ietf,1,chrome,751,824,824,6.20314295
745,ietf,1,chrome,886,1124.2,1124.2,2.34828695
746,ietf,1,chrome,612,659.2,659.2,6.238736
747,ietf,1,chrome,589,640.8,640.8,4.9280656155
748,ietf,1,chrome,608,699.2,699.2,5.441632839
749,ietf,1,firefox,480,1423.4,349,7.024064839
750,ietf,1,firefox,510,1033.2,362,9.3178301675
751,ietf,1,firefox,548,1258.5,397,8.2895578995
752,ietf,1,firefox,477,388.6,349,9.0878874315
753,ietf,1,firefox,419,1665.6,294,10.3949862645
754,ietf,1,firefox,439,1319.6,282,13.787552503
755,ietf,1,firefox,538,1302.8,317,5.608282526
756,ietf,1,firefox,865,1364.3,572,12.56642666
757,ietf,1,firefox,508,2487.1,298,7.293614572
758,ietf,1,firefox,487,1338.4,318,6.8443435765
759,drupal,1,chrome,2527,659,659,12.9190059875
760,drupal,1,chrome,2462,738.4,738.4,13.3571631445
761,drupal,1,chrome,2642,736.8,736.8,41.429029476
762,drupal,1,chrome,2563,692.4,692.4,32.197211016
763,drupal,1,chrome,2524,636.5,636.5,1.368371055
764,drupal,1,chrome,2558,794.8,794.8,33.7038220205
765,drupal,1,chrome,2809,1290.1,1290.1,7.9374377405
766,drupal,1,chrome,3706,1513.7,1513.7,33.0063991095
767,drupal,1,chrome,2547,767,767,32.0830297925
768,drupal,1,chrome,2577,822.1,822.1,36.710796417
769,drupal,1,firefox,1664,698.3,574,15.33743254
770,drupal,1,firefox,2444,683.1,482,49.0815510535
771,drupal,1,firefox,2370,725.5,506,34.843560651
772,drupal,1,firefox,2127,605,520,27.2156211155
773,drupal,1,firefox,2307,2050,512,37.3169931635
774,drupal,1,firefox,2133,564.3,507,29.2155132665
775,drupal,1,firefox,2148,1736.2,507,27.984451723
776,drupal,1,firefox,2366,955,573,39.9634180025
777,drupal,1,firefox,2959,1532.8,997,43.122704417
778,drupal,1,firefox,1620,1215.8,526,27.655577375
779,cambridge,0,chrome,1788,1351,1351,5.8335955345
780,cambridge,0,chrome,1973,1388.2,1388.2,6.6963987175
781,cambridge,0,chrome,1896,1419.1,1419.1,12.8571459605
782,cambridge,0,chrome,1775,1377.6,1377.6,5.487595773
783,cambridge,0,chrome,2891,2459.1,2459.1,12.7493741505
784,cambridge,0,chrome,1897,1386.1,1386.1,10.2945864305
785,cambridge,0,chrome,1842,1306,1306,5.645845974
786,cambridge,0,chrome,1780,1329.6,1329.6,11.801838495
787,cambridge,0,chrome,1807,1385,1385,6.314511359
788,cambridge,0,chrome,2017,1347.1,1347.1,6.308562745
789,cambridge,0,firefox,1905,803.9,830,20.6453747065
790,cambridge,0,firefox,2221,1337.9,910,14.529928801
791,cambridge,0,firefox,1981,940.9,836,11.882494653
792,cambridge,0,firefox,2082,2062.1,840,19.326676367
793,cambridge,0,firefox,2008,863.8,821,10.836098973
794,cambridge,0,firefox,2045,1358.2,849,18.845180605
795,cambridge,0,firefox,1981,869.2,826,10.2481421995
796,cambridge,0,firefox,1951,1302.8,819,16.701951641
797,cambridge,0,firefox,1855,1506.4,802,15.117544333
798,cambridge,0,firefox,2757,1335.4,1410,17.6610986665
799,ft,0,chrome,2406,1393.8,1393.8,9.9200847135
800,ft,0,chrome,2619,1384.3,1384.3,11.666751018
801,ft,0,chrome,2410,1464.9,1464.9,10.2056552665
802,ft,0,chrome,2348,1468,1468,9.9308022285
803,ft,0,chrome,2552,1497.1,1497.1,10.52235607
804,ft,0,chrome,2383,1444,1444,9.4420549915
805,ft,0,chrome,2417,1462.1,1462.1,9.753953832
806,ft,0,chrome,2565,1422.5,1422.5,6.368354816
807,ft,0,chrome,2987,1794.4,1794.4,8.193019162
808,ft,0,chrome,2504,1463.2,1463.2,6.459134834
809,ft,0,firefox,3094,2016.9,2416,10.505172904
810,ft,0,firefox,4077,1292.3,3269,30.0493027985
811,ft,0,firefox,2972,1282.4,2292,17.8523414925
812,ft,0,firefox,4189,1231.9,3548,14.8257148865
813,ft,0,firefox,3065,1011.8,2240,13.6548520755
814,ft,0,firefox,4187,1135.1,3505,21.80394968
815,ft,0,firefox,6098,1915.8,4672,20.024403552
816,ft,0,firefox,6068,1923.7,4892,25.2318602695
817,ft,0,firefox,2846,401.9,2291,12.139248443
818,ft,0,firefox,4088,640.8,3397,23.3821892535
819,blogger,0,chrome,534,801.9,801.9,24.9387157025
820,blogger,0,chrome,575,709.4,709.4,29.5978243145
821,blogger,0,chrome,618,777.1,777.1,25.166681196
822,blogger,0,chrome,636,792.7,792.7,26.3151574205
823,blogger,0,chrome,562,730.5,730.5,2.7726856905
824,blogger,0,chrome,1238,1335.4,1335.4,23.8936648355
825,blogger,0,chrome,567,712.8,712.8,17.0238961835
826,blogger,0,chrome,601,753.8,753.8,22.157833447
827,blogger,0,chrome,657,825.6,825.6,26.353762362
828,blogger,0,chrome,598,737.9,737.9,21.8991164365
829,blogger,0,firefox,654,638.9,526,61.2717203405
830,blogger,0,firefox,736,1180.8,509,75.03779459
831,blogger,0,firefox,847,870.8,692,64.766344309
832,blogger,0,firefox,703,970.1,468,61.0163624365
833,blogger,0,firefox,734,679.5,555,68.6474114455
834,blogger,0,firefox,774,1731,665,72.7580891375
835,blogger,0,firefox,634,3448.2,491,62.845792981
836,blogger,0,firefox,607,1041.9,324,83.8293681695
837,blogger,0,firefox,912,826.1,436,61.761296261
838,blogger,0,firefox,1467,846.6,1156,80.78753874
839,fda,1,chrome,775,644.3,644.3,7.618613598
840,fda,1,chrome,953,748.3,748.3,3.3881772895
841,fda,1,chrome,771,723.8,723.8,3.331507758
842,fda,1,chrome,822,737.4,737.4,9.050285909
843,fda,1,chrome,940,661.4,661.4,6.4528609665
844,fda,1,chrome,841,716.4,716.4,4.390382197
845,fda,1,chrome,1496,1359.7,1359.7,4.111571846
846,fda,1,chrome,1500,1213.9,1213.9,8.504171222
847,fda,1,chrome,731,700.5,700.5,6.9710536545
848,fda,1,chrome,841,743.2,743.2,3.858504602
849,fda,1,firefox,761,1258.5,476,7.42346844
850,fda,1,firefox,755,652.8,469,6.6215162695
851,fda,1,firefox,842,1295,516,6.605272211
852,fda,1,firefox,1782,787.3,455,14.3703412335
853,fda,1,firefox,888,958.8,575,4.033053028
854,fda,1,firefox,776,1312.5,480,8.661425493
855,fda,1,firefox,1541,1139.2,1042,12.546292295
856,fda,1,firefox,760,718,459,8.8008263975
857,fda,1,firefox,790,822.1,492,7.142145521
858,fda,1,firefox,808,1479.6,501,5.4619294285
859,ft,1,chrome,2478,1356.4,1356.4,19.0174547415
860,ft,1,chrome,2467,1268.4,1268.4,7.82420702
861,ft,1,chrome,2245,1292.3,1292.3,11.4662332535
862,ft,1,chrome,2505,1253.8,1253.8,9.2016386035
863,ft,1,chrome,2216,1242.2,1242.2,12.4801203755
864,ft,1,chrome,2381,1312.5,1312.5,14.160754206
865,ft,1,chrome,2277,1280,1280,16.0643836465
866,ft,1,chrome,2517,1333.9,1333.9,14.9953883305
867,ft,1,chrome,2233,1261.8,1261.8,11.3635643415
868,ft,1,chrome,2491,1278.1,1278.1,15.29321163
869,ft,1,firefox,2696,1070.6,1623,13.8927373365
870,ft,1,firefox,2579,794.3,1460,19.8062702695
871,ft,1,firefox,3604,1333.9,2732,10.792247694
872,ft,1,firefox,2695,1258.5,1885,15.165773419
873,ft,1,firefox,3755,2711.9,2820,16.769319557
874,ft,1,firefox,3682,661.4,2593,14.815879751
875,ft,1,firefox,3756,2552.2,2854,20.292670405
876,ft,1,firefox,2634,581.6,1787,22.0993368735
877,ft,1,firefox,2578,2337.4,1695,30.1304299595
878,ft,1,firefox,3668,905.3,2745,16.288568218
879,statcounter,1,chrome,1248,672.2,672.2,5.626047122
880,statcounter,1,chrome,1255,627.3,627.3,6.0246060865
881,statcounter,1,chrome,2149,585.6,585.6,3.3627117455
882,statcounter,1,chrome,1282,682.2,682.2,5.8055877065
883,statcounter,1,chrome,1745,1176.7,1176.7,6.807110959
884,statcounter,1,chrome,1246,576.8,576.8,3.1776767755
885,statcounter,1,chrome,1311,602.8,602.8,4.9602633235
886,statcounter,1,chrome,2337,605.5,605.5,5.7383792255
887,statcounter,1,chrome,1229,546.8,546.8,5.193669126
888,statcounter,1,chrome,1237,570,570,4.545402338
889,statcounter,1,firefox,1958,1834.2,354,10.536682098
890,statcounter,1,firefox,1345,1337.9,354,13.6444113295
891,statcounter,1,firefox,1414,379,353,12.035928959
892,statcounter,1,firefox,1339,1011.8,338,8.2758075575
893,statcounter,1,firefox,1317,1179.4,335,11.939867422
894,statcounter,1,firefox,1345,1786.3,383,6.0938408505
895,statcounter,1,firefox,1373,3448.2,341,12.5980646125
896,statcounter,1,firefox,1334,728.5,342,10.80195678
897,statcounter,1,firefox,1421,612.2,382,14.957700703
898,statcounter,1,firefox,1399,1108.1,454,16.8497345945
919,bootstrap,0,chrome,980,1394.1,1394.1,3.424969911
920,bootstrap,0,chrome,855,1288.7,1288.7,2.111311728
921,bootstrap,0,chrome,685,1224,1224,5.5493856095
922,bootstrap,0,chrome,717,1280.6,1280.6,2.314085454
923,bootstrap,0,chrome,812,1226.7,1226.7,3.5972585755
924,bootstrap,0,chrome,1058,1587,1587,2.9861449935
925,bootstrap,0,chrome,631,1119.5,1119.5,4.0450444995
926,bootstrap,0,chrome,758,1196.1,1196.1,1.9408767065
927,bootstrap,0,chrome,779,1288,1288,4.275663474
928,bootstrap,0,chrome,673,1118,1118,7.502644851
929,bootstrap,0,firefox,488,1050.8,476,12.985341861
930,bootstrap,0,firefox,451,876.3,444,7.2139253405
931,bootstrap,0,firefox,506,379,493,6.467395754
932,bootstrap,0,firefox,529,1384.3,515,6.5468687415
933,bootstrap,0,firefox,544,1181.3,489,10.0130799515
934,bootstrap,0,firefox,524,736,516,8.012273494
935,bootstrap,0,firefox,464,767,448,6.6123228175
936,bootstrap,0,firefox,450,1732,442,14.0228042485
937,bootstrap,0,firefox,538,1266.4,532,10.065512654
938,bootstrap,0,firefox,561,602.9,547,2.150927292
939,stackexhange,1,chrome,783,1158.6,1158.6,7.2548131525
940,stackexhange,1,chrome,768,1136.3,1136.3,5.8332954845
941,stackexhange,1,chrome,848,1225.2,1225.2,7.5990449615
942,stackexhange,1,chrome,829,1231.9,1231.9,5.4954931155
943,stackexhange,1,chrome,755,1123.5,1123.5,4.2562019395
944,stackexhange,1,chrome,782,1168.5,1168.5,4.4870729205
945,stackexhange,1,chrome,811,1185.7,1185.7,6.8935769365
946,stackexhange,1,chrome,2333,2693.4,2693.4,7.803339688
947,stackexhange,1,chrome,749,1119.2,1119.2,10.710795507
948,stackexhange,1,chrome,812,1190.9,1190.9,5.2702192215
949,stackexhange,1,firefox,762,379.6,419,12.1118629
950,stackexhange,1,firefox,779,2084.7,675,9.7477524045
951,stackexhange,1,firefox,842,766.3,668,14.614579773
952,stackexhange,1,firefox,812,822.2,678,14.438132488
953,stackexhange,1,firefox,815,1242.2,467,10.585524232
954,stackexhange,1,firefox,839,3324.4,661,15.7747805555
955,stackexhange,1,firefox,1725,1532.8,722,6.560096082
956,stackexhange,1,firefox,755,624.3,604,8.3210246845
957,stackexhange,1,firefox,835,1215.8,680,10.8916441705
958,stackexhange,1,firefox,758,1609.4,410,16.7897076825
959,ftc,0,chrome,1734,1437.1,1437.1,6.073863212
960,ftc,0,chrome,1595,1375.7,1375.7,4.867461878
961,ftc,0,chrome,1641,1408.9,1408.9,12.979233706
962,ftc,0,chrome,2011,1714.3,1714.3,5.511120119
963,ftc,0,chrome,1618,1389.6,1389.6,11.4402116075
964,ftc,0,chrome,1724,1454.3,1454.3,6.043973464
965,ftc,0,chrome,1702,1411.4,1411.4,6.783769551
966,ftc,0,chrome,1861,1500.2,1500.2,10.310262472
967,ftc,0,chrome,3100,2209,2209,8.4629008795
968,ftc,0,chrome,1878,1525.5,1525.5,7.9392148705
969,ftc,0,firefox,1939,379,1038,9.9422526135
970,ftc,0,firefox,1993,1163,1097,9.756870591
971,ftc,0,firefox,1924,1292.3,1025,11.129365292
972,ftc,0,firefox,1965,1425.6,1057,12.2835172825
973,ftc,0,firefox,1887,1291.1,984,11.6725297705
974,ftc,0,firefox,1912,1039.8,1028,13.569411979
975,ftc,0,firefox,1939,825,991,10.8762063435
976,ftc,0,firefox,2045,1191.8,1125,18.1819408395
977,ftc,0,firefox,1939,559.7,1007,11.1593414475
978,ftc,0,firefox,1996,743.2,1069,15.5809835845
979,aparat,0,chrome,1325,1584.7,1584.7,8.3265402045
980,aparat,0,chrome,1320,1571.9,1571.9,8.8964989635
981,aparat,0,chrome,1389,1645.1,1645.1,9.1318177595
982,aparat,0,chrome,1500,1762.4,1762.4,6.3402780135
983,aparat,0,chrome,1278,1531.8,1531.8,8.532730774
984,aparat,0,chrome,1306,1557.4,1557.4,15.201538548
985,aparat,0,chrome,1266,1512,1512,6.889178373
986,aparat,0,chrome,1367,1609.4,1609.4,6.2376451175
987,aparat,0,chrome,1285,1557.4,1557.4,9.72104412
988,aparat,0,chrome,1265,1513.8,1513.8,9.7218041805
989,aparat,0,firefox,1390,2483.4,1219,7.3641713645
990,aparat,0,firefox,2284,794.3,1921,10.7473399145
991,aparat,0,firefox,1262,1504.1,1191,11.1149652385
992,aparat,0,firefox,1298,1291.1,1168,13.382593122
993,aparat,0,firefox,2122,1295,1870,19.0292658385
994,aparat,0,firefox,1225,1226.7,1158,11.827147174
995,aparat,0,firefox,1265,1411.4,1194,15.762061168
996,aparat,0,firefox,1257,644.8,1113,17.936144357
997,aparat,0,firefox,1340,385.7,1201,18.7466875865
998,aparat,0,firefox,1270,1266.4,1118,13.4801180415
999,adobe,1,chrome,3860,2052.8,2052.8,13.417577269
1000,adobe,1,chrome,3985,2016.9,2016.9,10.71735561
1001,adobe,1,chrome,3799,2168.7,2168.7,16.0790186515
1002,adobe,1,chrome,4240,2084.7,2084.7,13.9968413965
1003,adobe,1,chrome,3794,2050,2050,10.722719084
1004,adobe,1,chrome,4120,2063.6,2063.6,7.377913656
1005,adobe,1,chrome,4229,2120.9,2120.9,9.463163012
1006,adobe,1,chrome,4931,3074.8,3074.8,18.6708563565
1007,adobe,1,chrome,5443,2783.2,2783.2,7.783393766
1008,adobe,1,chrome,4070,2128.7,2128.7,15.642298296
1009,adobe,1,firefox,3220,1487.1,2045,15.049072383
1010,adobe,1,firefox,3454,782.6,2444,17.171653315
1011,adobe,1,firefox,3400,570.9,2439,20.430766628
1012,adobe,1,firefox,3501,1282.4,2430,15.026069793
1013,adobe,1,firefox,3485,2050,2495,13.5086857675
1014,adobe,1,firefox,3470,1007.8,2542,17.9000050175
1015,adobe,1,firefox,5493,1526.9,3711,14.283704668
1016,adobe,1,firefox,3387,360.9,2475,14.8450587975
1017,adobe,1,firefox,3436,2487.1,2381,22.8527716985
1018,adobe,1,firefox,3443,822.1,2454,18.6694900825
1019,ed,1,chrome,667,894.2,894.2,5.769361816
1020,ed,1,chrome,727,980.3,980.3,2.8233868245
1021,ed,1,chrome,704,869.3,869.3,4.2711512075
1022,ed,1,chrome,612,862.2,862.2,5.541914623
1023,ed,1,chrome,1382,1614.9,1614.9,5.916305888
1024,ed,1,chrome,652,800.4,800.4,2.956924439
1025,ed,1,chrome,647,921.1,921.1,6.348446545
1026,ed,1,chrome,727,975,975,4.3137708435
1027,ed,1,chrome,634,892,892,3.079547059
1028,ed,1,chrome,611,771,771,5.2339370975
1029,ed,1,firefox,624,400.1,624,14.7868850685
1030,ed,1,firefox,718,601.5,574,13.2839649435
1031,ed,1,firefox,660,772.5,504,8.347577332
1032,ed,1,firefox,600,419.3,592,7.118078436
1033,ed,1,firefox,561,931,545,7.400714826
1034,ed,1,firefox,582,1003.5,571,7.823826041
1035,ed,1,firefox,696,1229.3,550,11.7807938275
1036,ed,1,firefox,592,933.6,436,6.905938795
1037,ed,1,firefox,675,1187.9,507,12.508981836
1038,ed,1,firefox,606,1215.8,589,8.2290216885
1039,adobe,0,chrome,4160,2521.5,2521.5,10.0190370355
1040,adobe,0,chrome,3842,2466,2466,13.2085150765
1041,adobe,0,chrome,4353,2536.2,2536.2,5.193563867
1042,adobe,0,chrome,4542,2483.4,2483.4,9.62323817
1043,adobe,0,chrome,4169,2552.2,2552.2,11.0049993945
1044,adobe,0,chrome,4237,2497.4,2497.4,11.7585548315
1045,adobe,0,chrome,4867,3997.4,3997.4,7.964157579
1046,adobe,0,chrome,4411,2444.5,2444.5,8.7117364275
1047,adobe,0,chrome,4320,2541.4,2541.4,4.85014514
1048,adobe,0,chrome,3946,2378.5,2378.5,9.729111669
1049,adobe,0,firefox,3441,415.3,3226,14.929349191
1050,adobe,0,firefox,4245,1836.8,4028,17.0595794955
1051,adobe,0,firefox,3472,817.5,2923,15.176814553
1052,adobe,0,firefox,4366,1056.6,4174,21.6230175545
1053,adobe,0,firefox,4231,805.3,4030,15.340083866
