Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,79.041,79.041,screen dark,14.729132267999999
0,7.853,7.853,wifi radio,2.14297022415
7.853,55.063,47.21,wifi running,0.655661922
55.063,59.578,4.515000000000001,wifi running,0.062705223
59.578,59.616,0.0379999999999967,wifi scan,0.008701220999999244
59.616,79.041,19.424999999999997,wifi running,0.26977828499999995

