Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
67,1647253,976773
481,1712717,1042237
981,2557232,1886752
1493,4818728,4148248
1981,4645538,3975058
2490,2614044,1943564
3013,457025,0
3525,199254,0
4024,76995,0
4538,55607,0
5041,39191,0
5543,115482,0
6033,437375,0
6538,34859,0
7024,61572,0
7525,46158,0
8036,38119,0
8548,29611,0
9061,99961,0
9515,59629,0
10006,569944,0
10533,31622,0
11029,88316,0
11540,43545,0
12020,904220,233740
12527,347700,0
13032,78584,0
13543,21795,0
14049,33094,0
14553,20901,0
15058,26998,0
15557,26127,0
16057,26127,0
16564,26127,0
17067,32246,0
17559,401525,0
18029,25769,0
18533,27869,0
19043,39191,0
19545,40061,0
20048,34836,0
20555,26127,0
21056,39191,0
21561,48825,0
22068,39191,0
22573,39191,0
23079,31352,0
23533,36279,0
24033,68039,0
24542,22643,0
25046,24385,0
25553,25256,0
26067,37048,0
26582,66339,0
27087,76647,0
27593,44886,0
28053,41803,0
28564,26998,0
29063,31352,0
29571,26127,0
30084,35707,0
30593,31352,0
31079,652478,0
31603,153224,0
32061,29230,0
32565,63576,0
33067,37449,0
33583,30481,0
34087,52254,0
34598,34836,0
35112,24385,0
35566,33965,0
36078,49641,0
36557,537463,0
,,
,,
,,
