Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
23,525477,143511
500,626429,244463
994,813011,431045
1498,1894093,1512127
2003,3272110,2890144
2508,2644894,2262928
3002,4139712,3757746
3504,2657113,2275147
4008,2436309,2054343
4511,2687469,2305503
5012,2800345,2418379
5515,1775403,1393437
6029,1204343,822377
6535,387569,5603
7020,51464,0
7512,132295,0
8024,33965,0
8529,58358,0
9039,53733,0
9543,577380,195414
10054,98943,0
10539,623641,241675
11062,37483,0
11508,213408,0
12040,42674,0
12506,461334,79368
13010,149637,0
13513,51896,0
14032,20042,0
14531,20030,0
15034,32223,0
15544,44362,0
16039,22643,0
16542,26998,0
17043,23514,0
17549,32223,0
18059,28087,0
18561,30481,0
19066,28740,0
19522,49641,0
20027,49641,0
20529,39408,0
21034,31244,0
21541,32223,0
22045,32223,0
22551,21772,0
23055,34836,0
23564,22643,0
24070,46158,0
24577,38918,0
25032,33094,0
25541,44645,0
26045,32223,0
26555,31352,0
27061,36578,0
27567,26127,0
28081,37449,0
28590,45427,0
29043,50914,0
29554,43216,0
30061,27869,0
30568,48533,0
31049,752859,370893
31553,921278,539312
32078,29880,0
32567,415865,33899
33094,19160,0
33556,31109,0
34065,49641,0
34571,48771,0
35077,44416,0
35590,43872,0
36093,40061,0
36592,482280,100314
,,
,,
