Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
18,1341890,795325
497,721170,174605
998,1431317,884752
1502,1691906,1145341
1997,2408216,1861651
2500,2900809,2354244
3001,2772716,2226151
3504,3222615,2676050
4009,2198053,1651488
4510,1533464,986899
5022,124804,0
5531,50639,0
6065,39225,0
6566,57050,0
7014,79956,0
7529,28539,0
8029,78050,0
8538,40061,0
9026,560509,13944
9551,33765,0
10056,180661,0
10565,34836,0
11044,842946,296381
11499,200071,0
12003,117318,0
12515,18312,0
13020,26138,0
13521,17418,0
14019,93960,0
14527,17418,0
15023,93188,0
15536,26797,0
16035,20901,0
16540,33094,0
17043,32223,0
17548,33965,0
18046,204467,0
18563,20901,0
19069,22643,0
19574,29611,0
20030,39191,0
20534,25256,0
21040,26127,0
21544,33094,0
22049,26127,0
22555,29611,0
23063,36442,0
23568,31352,0
24073,53779,0
24579,27869,0
25096,38990,0
25531,272066,0
26027,1043668,497103
26552,1131599,585034
27051,1084340,537775
27563,1081728,535163
28070,1094591,548026
28573,1081728,535163
29086,955610,409045
29544,1088695,542130
30052,1088695,542130
30559,1100507,553942
31063,1087824,541259
31570,1098275,551710
32088,1107801,561236
32566,959443,412878
33091,53332,0
33603,32023,0
34060,36177,0
34569,30951,0
35078,58545,0
35588,46158,0
36092,26998,0
36579,529111,0
,,
,,
,,
