Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
15,847537,572250
499,961699,686412
1000,1461850,1186563
1498,2019148,1743861
2000,3460038,3184751
2504,3415635,3140348
3006,3523480,3248193
3507,3994755,3719468
4013,2931165,2655878
4514,1846870,1571583
5021,1386710,1111423
5529,493928,218641
6034,80023,0
6546,696924,421637
7041,2616235,2340948
7553,2772629,2497342
8038,2514124,2238837
8543,1323233,1047946
9002,310252,34965
9516,323730,48443
10028,108486,0
10519,478752,203465
11033,116050,0
11529,226481,0
12015,1820703,1545416
12516,1017454,742167
13026,1318968,1043681
13537,1214307,939020
14048,1133166,857879
14537,1300499,1025212
15051,1611442,1336155
15546,1836720,1561433
16059,1162070,886783
16550,1192046,916759
17059,1229306,954019
17563,1226852,951565
18060,1168552,893265
18560,397238,121951
19015,366012,90725
19536,73347,0
20043,86710,0
20543,80193,0
21060,112474,0
21548,145456,0
22053,60963,0
22550,239334,0
23062,115660,0
23561,288921,13634
24061,582530,307243
24562,272878,0
25082,75252,0
25577,165964,0
26037,121901,0
26546,95882,0
27042,299642,24355
27555,71414,0
28059,172198,0
28565,146928,0
29072,71414,0
29572,101703,0
30075,138984,0
30589,81539,0
31087,114934,0
31593,196314,0
32042,210228,0
32552,149418,0
33054,217755,0
33560,120633,0
34064,116056,0
34577,76640,0
35076,208302,0
35582,110882,0
36082,166860,0
36579,465231,189944
,,
,,
,,
