Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
17,1129949,292917
490,924831,87799
990,1491118,654086
1494,1996757,1159725
1997,3480618,2643586
2502,3182826,2345794
3005,1558407,721375
3507,961604,124572
4012,1865186,1028154
4513,2030150,1193118
5027,1812608,975576
5534,1352716,515684
6046,87155,0
6549,59222,0
7057,67931,0
7493,1318771,481739
7994,739362,0
8515,36578,0
9018,75780,0
9525,53996,0
10032,89269,0
10517,1017996,180964
11018,417467,0
11522,314932,0
12022,186545,0
12527,1243932,406900
13039,70474,0
13544,33094,0
14038,299220,0
14547,26127,0
15051,43545,0
15555,37460,0
16061,43545,0
16514,61373,0
17018,57480,0
17508,1225929,388897
18009,1601320,764288
18525,463313,0
19031,37449,0
19537,37449,0
20041,48390,0
20546,52254,0
21051,46158,0
21556,44416,0
22059,55738,0
22554,1286953,449921
23023,70589,0
23528,53125,0
24026,172530,0
24534,41803,0
25041,53615,0
25545,60963,0
26050,57480,0
26555,49641,0
27060,57480,0
27548,1308306,471274
28067,487224,0
28571,482465,0
29076,53996,0
29531,41803,0
30036,57480,0
30543,44416,0
31044,47900,0
31549,64720,0
32058,59330,0
32548,1523252,686220
33048,1120612,283580
33567,961397,124365
34062,1330048,493016
34574,1105242,268210
35076,1115693,278661
35580,1107489,270457
36070,1056396,219364
36521,1605753,768721
,,
,,
