Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
8,1065699,596682
499,619073,150056
995,1099949,630932
1502,1939690,1470673
1989,3916145,3447128
2492,3365603,2896586
2993,2829567,2360550
3495,2419014,1949997
4005,1757036,1288019
4518,401730,0
5037,144830,0
5552,66924,0
6055,38790,0
6495,473226,4209
7011,83155,0
7507,734856,265839
8017,109151,0
8529,39460,0
9030,284259,0
9519,587320,118303
10042,38343,0
10555,33965,0
11023,53194,0
11523,71415,0
12017,458886,0
12511,367597,0
13014,108267,0
13519,73870,0
14035,21772,0
14540,23514,0
15048,42743,0
15545,32693,0
16047,26127,0
16549,26127,0
17054,32223,0
17561,40061,0
18062,29611,0
18519,24385,0
19028,34074,0
19530,35707,0
20037,24385,0
20544,30481,0
21050,41803,0
21561,36578,0
22057,30481,0
22561,38320,0
23066,36578,0
23572,26998,0
24076,48771,0
24530,40932,0
25035,20901,0
25539,31352,0
26046,23514,0
26554,66464,0
27042,901366,432349
27537,2034370,1565353
28043,1224737,755720
28549,1127487,658470
29056,1094791,625774
29563,1124003,654986
30065,1419330,950313
30521,950630,481613
31028,1206257,737240
31532,1120520,651503
32038,1099146,630129
32544,1084183,615166
33049,1101045,632028
33552,1195969,726952
34065,72606,0
34597,53242,0
35108,33094,0
35561,42743,0
36063,28740,0
36549,284259,0
37065,573958,104941
,,
,,
